,ID,Z_RGES,Z_Up,Z_Down,Penalty,SMILES,GNN_prob,GNN_pred
1648,ZINC000002405303,-3.956357431,-1.548148166,2.408209265,0.005208333,Cc1ccnc(N2C(=O)c3oc4ccc(F)cc4c(=O)c3[C@H]2c2ccc(F)cc2)c1,0.5812855,1
1649,ZINC000191124047,-3.956287107,-1.644424348,2.311862758,0.013988095,Brc1ccc(CNC2CCN(C[C@H]3CCOC3)CC2)o1,0.96471995,1
1650,ZINC000006669743,-3.95610981,-1.326227181,2.629882629,0,CSc1ncc(Cl)c(C(=O)Oc2cccc3ccc(C)nc23)n1,0.7913435,1
1651,ZINC000038828297,-3.955652298,-1.833602482,2.122049816,0.029910714,O=C1C[C@@H](C(=O)Nc2ccc(Br)cc2)c2c(nc(N3CCCC3)[nH]c2=O)N1,0.97460043,1
1652,ZINC000063855663,-3.955486182,-2.739244589,1.216241594,0.038988095,O=C(O)C1(Oc2ccc(F)c(F)c2)CCN(Cc2ccc3occc3c2)CC1,0.8697493,1
1653,ZINC000072480265,-3.955459321,-0.424879232,3.530580089,0.020833333,Cc1cnn(CCNc2nc(-c3ccco3)nc3c2CCNCC3)c1,0.70751375,1
1654,ZINC000408880335,-3.95538365,-1.544960832,2.410422818,0.022767857,Cc1ccc(S(=O)(=O)N/N=C/c2ccc(-c3cc([N+](=O)[O-])ccc3Cl)o2)cc1,0.5361667,1
1655,ZINC000085757628,-3.955232097,-1.326227181,2.629004916,0.020833333,CC(C)(O)[C@]1(O)CC[C@@]2(C)CCC[C@](C)(O)[C@@H]2C1,0.000672327,0
1656,ZINC000220644785,-3.955227532,-2.328485764,1.626741769,0.026339286,CC[C@H](C(=O)Nc1cc(C(=O)OC)ccc1C)N(c1ccc(OC)cc1)S(C)(=O)=O,0.11148114,0
1657,ZINC000238595197,-3.95486633,-1.945129266,2.009737065,0.013988095,Clc1ccc(I)c2nc[nH]c12,0.3218252,0
1658,ZINC000019451152,-3.954718074,-1.681317764,2.27340031,0.003571429,CC(C)[C@@H]1C[C@H](C(F)(F)F)n2nc(C(=O)N3CCC[C@H](CN(C)C)C3)cc2N1,0.6251809,1
1659,ZINC000019338560,-3.954239701,-0.947243293,3.006996408,0.092113095,c1cncc(CN(CCCN2CCOCC2)Cc2c[nH]nc2-c2cccs2)c1,0.9844049,1
1660,ZINC000000134809,-3.954002168,-2.082679833,1.871322335,0,O=C(Oc1ccc(OCc2ccccc2)cc1)c1cccc([N+](=O)[O-])c1,0.6640653,1
1661,ZINC000257345762,-3.953913595,-1.077578501,2.876335094,0.071279762,C[C@@]12CC[C@@H](O)C[C@]1(O)[C@@H](O)C[C@@H]1[C@H]2CC[C@@]2(C)CCC[C@H]12,0.031598125,0
1662,ZINC000199311363,-3.953232634,-1.326227181,2.627005453,0.015625,CCOC(=O)OCCOCC(F)(F)F,0.9907263,1
1663,ZINC000244778710,-3.953149723,-0.424879232,3.528270492,0.03125,CC[C@H](NC(=O)C(C)(C)OC)[C@H]1C[C@H](O)C1,0.036955334,0
1664,ZINC000057731698,-3.953032792,-1.985146417,1.967886375,0.019494048,Fc1ccccc1N1CCN(Cc2cc(-c3ccccc3)cn3nnnc23)CC1,0.6862498,1
1665,ZINC000091536161,-3.953003281,-1.716755804,2.236247477,0.019196429,Cc1ccc([C@@H](CNC(=O)c2cnc(Nc3ccccc3)nc2)N(C)C)o1,0.8465497,1
1666,ZINC000072412160,-3.952890595,-1.538366953,2.414523642,0,O=C(c1ccc([C@@H]2CCNC2)cc1)N1CCC(N2CCC(O)CC2)CC1,0.95158523,1
1667,ZINC000225406467,-3.952773586,-1.50997585,2.442797736,0.008779762,CNC(=O)[C@H](C)N(Cc1cccc(Cl)c1)C(=O)CCCN(c1ccccc1C)S(C)(=O)=O,0.38871172,0
1668,ZINC000018847056,-3.952318352,-0.119595116,3.832723236,0.13139881,O=[N+]([O-])c1cccc([C@H](Nc2ccccn2)c2ccc3cccnc3c2O)c1,0.57322353,1
1669,ZINC000071753164,-3.951859631,-1.538366953,2.413492678,0.052083333,Cc1ccc(C(=O)N2CCC(N3CCC[C@H](C(=O)N4CCCC4)C3)CC2)cc1,0.9158145,1
1670,ZINC000024951792,-3.951591693,-1.856437473,2.095154221,0,C=C1c2ccccc2C(=O)N1CC(=O)N1/C(=N/c2ccccc2OCC)SC[C@@H]1C,0.79087305,1
1671,ZINC000003871742,-3.951308772,-1.300320217,2.650988555,0.038392857,Cn1cc(C2=C(c3c4n(c5ccccc35)CC[C@H](CN)C4)C(=O)NC2=O)c2ccccc21,0.15646988,0
1672,ZINC000218068002,-3.951295101,-2.002891013,1.948404089,0.061160714,Brc1cnc2[nH]c3c(c2c1)CNCC3,0.7898669,1
1673,ZINC000183628270,-3.950939847,-2.096834031,1.854105816,0.005208333,COc1ccc(N(C(=O)c2ccc3nnn(C)c3c2)C(C)C)cc1F,0.6677732,1
1674,ZINC000033351378,-3.950858768,-1.477005419,2.473853349,0.019196429,Cc1ccc(S(=O)(=O)N/N=C\c2c(C)n(C)c3ccccc23)cc1,0.86737895,1
1675,ZINC000223324648,-3.950277418,-1.549037352,2.401240065,0,Cc1cc(C)cc(NC(=O)/C(=C/c2cccs2)NC(=O)c2ccccc2)c1,0.9785491,1
1676,ZINC000019361664,-3.94970927,-2.050653054,1.899056216,0.038690476,Cc1ccccc1CN1CCN(C[C@H]2CC=CCC2)CC1,0.99364865,1
1677,ZINC000408552811,-3.949118245,-1.326769985,2.622348259,0.026339286,Cc1cc(N/C=C2/C(=O)NC(=S)N(c3ccc(F)c(Cl)c3)C2=O)ccc1[N+](=O)[O-],0.75000596,1
1678,ZINC000002789916,-3.949083246,-2.110054968,1.839028278,0.024702381,CC[C@@H]1CCc2c(sc3ncn4nc(Cn5nc(C(F)F)cc5C)nc4c23)C1,0.8079403,1
1679,ZINC000005234348,-3.948925149,-1.20119232,2.747732829,0.055654762,O=S(=O)(Nc1ccc(F)cc1)c1ccc(Br)c2ccccc12,0.48070866,0
1680,ZINC000058958632,-3.948797205,-1.50997585,2.438821355,0.045238095,COc1c(C)cnc(CN(C)C(=O)c2cc(F)cc3[nH]cnc23)c1C,0.8054362,1
1681,ZINC000005175760,-3.948365649,-2.082679833,1.865685815,0.005208333,CCN(CC)C(=O)c1sc(NC(=O)/C=C/C(=O)O)c(C(=O)OC)c1C,0.7531633,1
1682,ZINC000041157875,-3.948129788,-1.601949011,2.346180777,0.008779762,Cc1ccc(CNC(=O)[C@H](Cc2ccccc2)NC(=O)c2ccc(C)cc2)cc1,0.08150263,0
1683,ZINC000010331971,-3.948016097,-1.549037352,2.398978745,0.046875,COc1ccc(CNC(=O)c2ccc(N(Cc3ccc(F)cc3)S(C)(=O)=O)cc2)cc1,0.72501105,1
1684,ZINC000009789249,-3.947970864,-1.259524396,2.688446468,0.021130952,C[C@H](Sc1nc(Nc2ccccc2)c2ccccc2n1)C(=O)Nc1sccc1C(N)=O,0.50775796,1
1685,ZINC000026148119,-3.947943662,-0.926841161,3.0211025,0.056845238,CC(=O)O[C@@]12C[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@@H]43)[C@@H]1C2(C)C,0.8510017,1
1686,ZINC000015998738,-3.947929832,-1.494181066,2.453748766,0.013988095,COc1ccc(Br)cc1/C=C/C(=O)Nc1ccc(S(=O)(=O)C(F)F)cc1,0.22415355,0
1687,ZINC000032109563,-3.947920795,-1.922575195,2.0253456,0.09047619,COc1ccc(OCCOc2cccc(/C=C3\C(=N)N4N=C(C(F)(F)F)SC4=NC3=O)c2)cc1,0.6998803,1
1688,ZINC000226310531,-3.947652119,-1.416586021,2.531066097,0.007142857,Nc1nc2c(Cl)cc(NC(=O)c3ccccc3Br)cc2s1,0.79676014,1
1689,ZINC000013409823,-3.94752434,-1.426667276,2.520857064,0.05922619,COc1c(C(=O)/C=C\c2ccc(N(C)C)cc2)c(O)cc2occc12,0.031056952,0
1690,ZINC000005731905,-3.947169031,-1.582420464,2.364748566,0.031547619,COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(N)cc1[C@H](N)CC2,0.4919736,0
1691,ZINC000000466389,-3.946777832,-1.707614058,2.239163773,0.041964286,O=C(/C=C/c1ccccc1[N+](=O)[O-])NCCc1ccccc1,0.9839846,1
1692,ZINC000000562832,-3.94676604,-1.641598335,2.305167705,0.017559524,CN(C)c1ccc(CNc2nc3ccccc3s2)cc1,0.7527065,1
1693,ZINC000012315151,-3.946467219,-1.663198283,2.283268936,0.010416667,O=C1N(CCCc2ccccc2)CCC[C@@]1(O)CN1CCC2(CC1)OCCO2,0.9591024,1
1694,ZINC000255897360,-3.946162938,-1.485490469,2.460672469,0.017559524,C=C1C(=O)O[C@@H]2/C=C(\CO)CC/C=C(\CO)[C@H](OC(C)=O)[C@H](OC(=O)[C@H](C)CC)[C@H]12,0.02210722,0
1695,ZINC000224814173,-3.94612791,-1.326227181,2.619900729,0.046875,CS(=O)(=O)N(Cc1ccc(C(=O)NCCOCc2ccccc2)cc1)c1ccc(F)cc1F,0.8829465,1
1696,ZINC000096214821,-3.945981391,-1.623855647,2.322125744,0.010714286,C=CCN1CCC[C@]12CCCN(S(=O)(=O)Cc1ccc(C)cc1)C2,0.99335116,1
1697,ZINC000017243623,-3.945644763,-1.759897021,2.185747742,0.017559524,COc1ccccc1[C@H]1C(C(=O)Nc2cccnc2)=C(C)Nc2nc(-c3cccc(Cl)c3)nn21,0.6264815,1
1698,ZINC000000117749,-3.945548748,-2.078469104,1.867079644,0.014285714,Clc1ccc([C@H]2Nc3ccccc3-n3cccc32)cc1,0.051611762,0
1699,ZINC000004758834,-3.945478982,-1.84573482,2.099744162,0.019494048,CN1CCN(c2ccccc2NC(=O)c2cc(Cl)ccc2Cl)CC1,0.94232386,1
1700,ZINC000071404241,-3.945401939,-1.262600292,2.682801647,0.055654762,NC1CCN(c2ccc(C(=O)N3CCCN(c4ncccn4)CC3)cn2)CC1,0.9574553,1
1701,ZINC000072208954,-3.945379306,-1.471525957,2.473853349,0.022767857,CC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)C(C)(C)C,0.23751691,0
1702,ZINC000000389466,-3.945090899,-1.549037352,2.396053547,0,Fc1ccc(-n2c(-c3ccccc3)c[n+]3c2SCCC3)cc1,0.854268,1
1703,ZINC000117576025,-3.945037644,-1.911240179,2.033797465,0.017559524,N#Cc1cc(-c2cc(C(F)(F)F)ccc2Cl)ccn1,0.7043782,1
1704,ZINC000100150959,-3.944862785,-2.002891013,1.941971772,0.015922619,Cc1cc(O)n2cc(-c3ccccc3)nc2n1,0.57856524,1
1705,ZINC000067935457,-3.944660474,-1.262600292,2.682060183,0.019196429,OC[C@]1(CCOc2ccccc2)CCCN(c2ncnc3[nH]cnc23)C1,0.713219,1
1706,ZINC000033019912,-3.944654571,-1.666628965,2.278025606,0.015922619,COc1ccc(OC)c(NC(=O)Nc2ccccc2Sc2cc(C)nc3ncnn23)c1,0.5443058,1
1707,ZINC000020458808,-3.944420763,-1.858262821,2.086157942,0.01235119,O=C(Nc1ccccc1Oc1ccccc1)c1ccc(CS(=O)(=O)N2CCOCC2)cc1,0.7330768,1
1708,ZINC000002055954,-3.944410897,-1.740142549,2.204268348,0.04360119,COc1ccc(OCCSc2nc3ccccc3[nH]2)cc1,0.11279541,0
1709,ZINC000013670792,-3.944103064,-1.490354299,2.453748766,0.013988095,CCOc1ccccc1CCCNC(=O)/C=C/c1ccccc1,0.91173494,1
1710,ZINC000004182296,-3.943848611,-1.538366953,2.405481659,0.03125,O=[N+]([O-])c1ccc(/C=N/Nc2ccc(C(F)(F)F)cn2)cc1,0.75659513,1
1711,ZINC000016892852,-3.943400589,-1.490354299,2.45304629,0.029613095,O=C(/C=C\c1ccccc1)C[C@@H](c1ccccc1)N1CCCCC1,0.9653321,1
1712,ZINC000004578304,-3.942831074,-1.778264437,2.164566637,0.085267857,O=C(Oc1cccc(/C=N/Nc2nc3ccccc3s2)c1)c1ccccc1,0.6172096,1
1713,ZINC000001564098,-3.942829103,-2.042794961,1.900034142,0.037053571,CCCCCCC/N=N/NC[C@H](C)[C@@H](C)CC,0.6081599,1
1714,ZINC000096258991,-3.942807103,0.098200613,4.041007715,0.170535714,C1CCN(CCOCc2nnn3c2CN(C[C@H]2CCOC2)CCC3)C1,0.99250054,1
1715,ZINC000008782460,-3.942538198,-2.131756674,1.810781523,0.02827381,Cc1c(-c2cc(C(F)F)c3c(C4CC4)nn(C)c3n2)cnn1C,0.80317515,1
1716,ZINC000095831380,-3.942309936,-1.476169328,2.466140608,0.029613095,Nc1cc(N2CCNCC2)cc(C(F)(F)F)c1,0.95882225,1
1717,ZINC000003851444,-3.942271291,-1.942899205,1.999372085,0.026339286,CC1(C)O[C@@H]2O[C@H](CN=[N+]=[N-])[C@H]3OC(C)(C)O[C@H]3[C@H]2O1,0.30870003,0
1718,ZINC000096198986,-3.942140467,-1.538366953,2.403773515,0,c1coc(CN2CCN(CCn3cccn3)c3ncccc3C2)c1,0.8200264,1
1719,ZINC000014912236,-3.941948662,-1.262600292,2.67934837,0.024404762,CN1C(=O)c2ccc(C(=O)Nc3cc(Cl)ccc3N3CCCCC3)cc2C1=O,0.97341627,1
1720,ZINC001565519697,-3.941818497,-1.945129266,1.996689231,0.003571429,N#Cc1ccnc(N2CCCN(c3ccc4nncn4n3)CC2)c1,0.63224065,1
1721,ZINC000009265296,-3.941276883,-1.682092117,2.259184766,0.02797619,Cc1ccc(-n2cccc2/C=C2/C(=O)NC(=O)N(c3cccc(Cl)c3C)C2=O)cc1,0.75921357,1
1722,ZINC000239402703,-3.940914026,-1.594733249,2.346180777,0.019494048,C=CCON1C(=O)[C@H]2[C@@H](C1=O)[C@@H]1O[C@H]2[C@H]2[C@@H]1[C@@]1(Cl)C(Cl)=C(Cl)[C@@]2(Cl)C1(Cl)Cl,0.99978834,1
1723,ZINC000000310169,-3.940759,-1.20119232,2.73956668,0.029613095,Cc1nnc2c(N3CCCCCC3)nc3ccccc3n12,0.9342388,1
1724,ZINC000012413010,-3.940595904,-1.983047454,1.957548451,0.019494048,CCOC(=O)[C@H]1C(=O)C2=C(C[C@H]1c1ccccc1)NC(=O)C[C@H]2c1cccc(OC)c1OC,0.7263603,1
1725,ZINC000040485157,-3.94051995,-2.593903272,1.346616678,0.07514881,O=c1cc(-c2ccccn2)nc2n(Cc3ccc(F)cc3)c3ccccc3n12,0.66887903,1
1726,ZINC000408764342,-3.940323114,-1.494181066,2.446142048,0.045238095,O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)N=C(c2ccccc2Br)N1c1ccc(O)cc1,0.96207774,1
1727,ZINC000225634432,-3.940245813,-2.12946429,1.810781523,0.026636905,Cc1ccc(S(=O)(=O)[C@@H]2[C@H](c3ccccc3)[C@@]2(C=O)NC(=O)OC(C)(C)C)cc1,0.4615674,0
1728,ZINC000012504456,-3.939793825,-0.424879232,3.514914593,0.119791667,CC[C@H](CO)Nc1nc(NCc2ccccc2O)c2ncn(C(C)C)c2n1,0.42859408,0
1729,ZINC000096455866,-3.939751029,-1.815300042,2.124450987,0.010416667,Cc1nsc(N2CCC(CCN3C[C@H](C)O[C@@H](C)C3)CC2)n1,0.42586395,0
1730,ZINC000004821876,-3.938134562,-1.300320217,2.637814345,0.038392857,C[C@@]12C[C@@H](c3ccccc3O1)N(C(=O)c1ccco1)C(=S)N2c1ccc(F)cc1,0.9706557,1
1731,ZINC000016214264,-3.937804281,-1.658092991,2.27971129,0.019196429,O=C(/C=C\c1cn(-c2ccccc2)nc1-c1cccs1)NCc1ccccc1,0.9161133,1
1732,ZINC000005260268,-3.937442054,-1.326227181,2.611214873,0,O=[N+]([O-])c1ccccc1S(=O)(=O)Nc1ccc(Oc2ccccc2)cc1,0.32417437,0
1733,ZINC000006432327,-3.937442054,-1.326227181,2.611214873,0.010416667,Cc1ccc(NC(=O)CN2C(=O)S/C(=C/C=C/c3ccc(N(C)C)cc3)C2=O)cc1C,0.68985224,1
1734,ZINC000022064344,-3.937363954,-0.424879232,3.512484722,0.045238095,Cc1ccc(S(=O)(=O)/N=C2\S/C(=C3\C(=O)Nc4ccccc43)C(=O)N2C)cc1,0.1951898,0
1735,ZINC000017821539,-3.937069395,-1.720256958,2.216812437,0.003571429,COCCCN1C(=O)[C@H]2[C@@H](C1=O)[C@@H]1C=C(C)c3ccccc3N1[C@H]2C(=O)c1cccc([N+](=O)[O-])c1,0.7518553,1
1736,ZINC000032675486,-3.936762615,-1.517304083,2.419458531,0.022767857,CCCCn1c(N)c(N(CC)C(=O)CN2C(=O)N[C@@](C)(C3CC3)C2=O)c(=O)[nH]c1=O,0.9876488,1
1737,ZINC000260858290,-3.93670829,-2.144480194,1.792228096,0.007142857,CCOc1ccccc1N(CC(=O)N(Cc1ccc(C)cc1)[C@H](CC)C(=O)NC)S(C)(=O)=O,0.0922406,0
1738,ZINC000013375862,-3.936598592,-1.663198283,2.27340031,0,CCOc1ccc(S(=O)(=O)[C@H]2CS(=O)(=O)C[C@@H]2N2CCC3(CC2)OCCO3)cc1,0.25330293,0
1739,ZINC000225161575,-3.936578045,-2.308653971,1.627924074,0.005208333,CC(C)(Cc1ccccc1)NC(=O)CN(c1ccc(OCc2ccccc2)cc1)S(C)(=O)=O,0.68926495,1
1740,ZINC001506419689,-3.936541091,-1.856437473,2.080103618,0.026041667,C[C@@H](O)c1nc2ccc(NC(=O)c3ccc(C(=O)N4CCOCC4)cc3)cc2[nH]1,0.25738934,0
1741,ZINC000070637807,-3.936456541,-2.634292318,1.302164224,0.024702381,O=S(=O)(CCOc1ccc(F)cc1)Nc1nc2ccccc2s1,0.9646162,1
1742,ZINC000072378081,-3.936305048,-1.326227181,2.610077868,0.005208333,Cn1ccnc1C(=O)N1CCC[C@@H]1c1ccnc(Nc2cnccn2)n1,0.49262008,0
1743,ZINC000012661502,-3.936216261,-1.856437473,2.079778788,0.005208333,CO[C@]1(C)CCC[C@]2(C)C[C@H]3OC(=O)[C@@H](CN4CCC5(CC4)OCCO5)[C@H]3C[C@@]21O,0.07567207,0
1744,ZINC000253389855,-3.936216261,-1.856437473,2.079778788,0.005208333,Cc1ccc2c(c1)[C@]1(C(=O)N2)[C@@H]2C(=O)N(c3ccccc3C(F)(F)F)C(=O)[C@H]2[C@@H]2CCCN21,0.20802958,0
1745,ZINC000408594343,-3.936216261,-1.856437473,2.079778788,0.005208333,O=C(Nc1cccc(F)c1)[C@H](Cc1ccccc1)NS(=O)(=O)c1ccc(Br)cc1,0.5511357,1
1746,ZINC000034936149,-3.936118596,-1.658092991,2.278025606,0.013988095,Cc1cc(CN)c(C)n1-c1ccc(F)c(C(F)(F)F)c1,0.978038,1
1747,ZINC000096751072,-3.935597226,-1.807771279,2.127825947,0.034821429,O=C(/C=C/c1ccc(O)cc1)Nc1ccc2c(c1)OCO2,0.382558,0
1748,ZINC000291588911,-3.935504946,-1.326227181,2.609277765,0.0625,O=c1cc(C(F)F)ncn1[C@@H]1C=CCCC1,0.75534767,1
1749,ZINC000013942049,-3.935159869,-1.476169328,2.458990541,0.040029762,COC(=O)c1ccc(-n2c(C)cc(/C=C3/C(=O)NC(=O)N(C)C3=O)c2C)cc1,0.9469286,1
1750,ZINC000065395013,-3.934895217,-1.720256958,2.214638259,0.007142857,O=C1C[C@@H](c2cccc(OCCO)c2)c2cnn(CC3CCCCC3)c2N1,0.9681593,1
1751,ZINC000004930807,-3.934482704,-2.06580887,1.868673834,0.021428571,Cc1c(C(=O)Nc2ccccc2F)sc2nc(-c3ccccc3)cn12,0.51432705,1
1752,ZINC000079192520,-3.933091988,-1.494181066,2.438910921,0.024404762,CCOC(=O)[C@H]1Oc2c(c(=O)oc3ccccc23)[C@@H]1c1ccc(OCCc2ccc(OC)cc2)cc1,0.27328748,0
1753,ZINC000001404063,-3.933091988,-1.494181066,2.438910921,0.019196429,Cc1ccc(NC(=O)Nc2nccc(-c3cccs3)n2)cc1,0.91248035,1
1754,ZINC000021166484,-3.933091988,-1.494181066,2.438910921,0.019196429,Cn1ncc2c(Nc3cccc(Cl)c3)nc(Cl)nc21,0.53196913,1
1755,ZINC000100366418,-3.932991472,-1.663198283,2.26979319,0.005208333,Cc1n[nH]c2c([N+](=O)[O-])c(=O)[nH]c(=O)n12,0.97050446,1
1756,ZINC000224631589,-3.932991472,-1.663198283,2.26979319,0.005208333,COc1ccc(OC)c([C@@H](C)NC(=O)[C@@H](C)N(c2ccc(C)cc2)S(C)(=O)=O)c1,0.20920306,0
1757,ZINC000101020737,-3.932991472,-1.663198283,2.26979319,0.005208333,C[C@]12C[C@@H](c3ccccc31)[C@@](C)(O)c1ccccc12,0.86202663,1
1758,ZINC000306139375,-3.932991472,-1.663198283,2.26979319,0,O=C(NCC[C@H]1CCOC12CN(Cc1ccccc1F)C2)N1CCCC1,0.99916685,1
1759,ZINC000618254543,-3.932991472,-1.663198283,2.26979319,0.005208333,O=c1/c(=C/Nc2ccccc2O)sc2ncnn12,0.39066988,0
1760,ZINC000001669389,-3.932991472,-1.663198283,2.26979319,0.005208333,COC(OC)[C@@]1(C)CC[C@H](C)[C@@H](OC)O1,0.25147697,0
1761,ZINC000033367603,-3.931923509,-1.149932173,2.781991336,0.029613095,Cc1cc(/C=C2/C(=N)N3N=CSC3=NC2=O)c(C)n1-c1cccc(Cl)c1,0.95139647,1
1762,ZINC000035458482,-3.931674265,0.009179936,3.940854201,0.049107143,C/C=C/C=C/C(=O)O[C@@H]1C=C2COC(=O)[C@@]2(O)[C@@]2(C)CCCC(C)(C)[C@H]12,0.6340882,1
1763,ZINC000006003657,-3.931235283,-0.538830988,3.392404295,0.032142857,C/C=C\O[C@H]1[C@H]([C@@H]2COC(C)(C)O2)O[C@H]2OC(C)(C)O[C@@H]21,0.8174894,1
1764,ZINC001772820482,-3.930757517,-2.065673298,1.865084219,0.02797619,C=C1C(=O)O[C@H]2[C@@H](OC(=O)/C(C)=C/C)[C@@]3(C)[C@H](O)CC[C@@](C)(O)[C@H]3[C@H](OC(=O)C(C)C)[C@@H]12,0.06134644,0
1765,ZINC000224946955,-3.930331319,-1.308365316,2.621966003,0.010416667,C=CCN(c1ccc(C)cc1)S(=O)(=O)c1ccc(OC)c(Cl)c1,0.28383175,0
1766,ZINC000004708927,-3.929759136,-1.490354299,2.439404838,0.019196429,Nc1ccc(C(=O)NCCOCC(F)(F)F)cc1,0.99369633,1
1767,ZINC000033487338,-3.92970386,-1.663198283,2.266505577,0.005208333,NC1(c2ccccc2C(F)(F)F)CCCC1,0.9851949,1
1768,ZINC000257343926,-3.929083009,-2.320324383,1.608758626,0.003571429,O[C@]1(COc2ccccc2F)CCCN(Cc2ccc(OCCN3CCOCC3)cc2)CC1,0.5714229,1
1769,ZINC001772591894,-3.928533382,-1.068709541,2.859823841,0.083779762,C/C=C/C=C/C(O)=C1/C(=O)[C@@]2(C)C(=O)[C@](C)(O)[C@H]1C[C@@]21O[C@@H]2CC(C(=O)OC)=C[C@@H](O)[C@@H]2OC1=O,0.002502639,0
1770,ZINC000260897576,-3.928180232,-2.189319726,1.738860505,0.022767857,CC(C)[C@H](C)NC(=O)[C@H](C)N(c1ccc2c(c1)OCCO2)S(C)(=O)=O,0.118114516,0
1771,ZINC000100615677,-3.928010219,-0.424879232,3.503130987,0.019196429,O=C(Nc1ccc(F)c([N+](=O)[O-])c1)[C@@H]1[C@@H]2C=C[C@H](O2)[C@@H]1C(=O)O,0.025119096,0
1772,ZINC000004990785,-3.927851159,-0.424879232,3.502971928,0.045238095,O=c1[nH]c(=O)n([C@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c2ccccc12,0.73903924,1
1773,ZINC000006180790,-3.927785225,-1.925813635,2.00197159,0.005208333,COc1cc(/C=N/N(Cc2ccccc2)c2ccccc2)cc(OC)c1OC,0.6444191,1
1774,ZINC000534649862,-3.927185081,-1.20119232,2.725992761,0.071279762,O=C(c1ccc(-c2cnn(CCO)c2)cc1)N1CCCCCC1,0.7186661,1
1775,ZINC000059121468,-3.926967896,-2.184994724,1.741973171,0.017857143,CC(C)COC[C@@H](O)CNc1ncnc2ccsc12,0.84184706,1
1776,ZINC000002760796,-3.92667975,-1.20119232,2.72548743,0.008779762,CCn1ncc(/C=C/C(=O)Nc2ccccc2C(F)(F)F)c1C,0.9609951,1
1777,ZINC000224063089,-3.926657856,-1.56484891,2.361808946,0.04360119,COc1ccc(OCCNC(=O)c2ccc(N(Cc3ccc(F)cc3)S(C)(=O)=O)cc2)cc1,0.81243104,1
1778,ZINC000000361089,-3.926636822,-1.585763681,2.340873142,0.015922619,O=C(NC(=S)Nc1ccc(F)c([N+](=O)[O-])c1)c1ccccc1F,0.6068115,1
1779,ZINC000257209479,-3.926583133,-1.965729197,1.960853935,0.019494048,Cc1cccc(Cc2cncc([C@@H]3CCCN3C(=O)c3cccc(Nc4ncccn4)c3)n2)c1,0.27302337,0
1780,ZINC000019798911,-3.926025838,-1.663198283,2.262827555,0.015625,C=CCNc1ncnc2c1sc1nc(N3CCOCC3)c3c(c12)CC(C)(C)OC3,0.9882556,1
1781,ZINC000409034755,-3.926025838,-1.663198283,2.262827555,0.015625,CC1=NN(c2c(F)c(F)c(F)c(F)c2F)C(=O)/C1=C/c1cc(Br)c(O)cc1O,0.040650915,0
1782,ZINC000245380193,-3.925438318,0.098200613,4.02363893,0.068005952,CC1(C)O[C@@H]2O[C@H](C(=O)NCCC(=O)O)[C@@H]3OC(C)(C)O[C@@H]3[C@H]2O1,0.23164244,0
1783,ZINC000195560894,-3.925243986,-1.326227181,2.599016806,0,COc1cccc(CC2CCN(C3CCN(C)CC3)CC2)c1,0.99694276,1
1784,ZINC000004477477,-3.925080473,-2.082679833,1.84240064,0.005208333,N=C1NN(c2ccccc2)C(=N)/C1=N\Nc1cccc(Cl)c1Cl,0.90908676,1
1785,ZINC000000036399,-3.925036381,-1.585763681,2.339272701,0.07485119,O=C1C=C(Nc2cccc(C(F)(F)F)c2)C(=O)c2ccccc21,0.2766913,0
1786,ZINC000252463688,-3.924710439,-1.036504281,2.888206158,0.019196429,CC(=O)O[C@@H]1CC(=O)[C@@]2(C)[C@@H](CC[C@@]3(C)OC4=C(C[C@@H]23)C(=O)C[C@@H](C)O4)C1(C)C,0.8398291,1
1787,ZINC000222887502,-3.924678389,-1.485490469,2.43918792,0.017559524,CNC(=O)[C@H](C)N(CCc1ccccc1)C(=O)CN(c1ccc(C)cc1)S(C)(=O)=O,0.06168226,0
1788,ZINC000019561246,-3.924490745,-2.285672542,1.638818202,0.031845238,COc1ccc(CNCc2cc(-c3ccc(F)cc3)cn3nnnc23)cc1OC,0.6858482,1
1789,ZINC000000189955,-3.924469209,-1.893583377,2.030885831,0,COc1ccc2c(=O)c(-c3ccccc3)c(C(F)(F)F)oc2c1C,0.016567592,0
1790,ZINC000192784966,-3.92439287,-1.262600292,2.661792579,0.024404762,Cc1cc(O)nc([C@@H](C)N2CCN([C@H](C)c3ccccn3)CC2)n1,0.84229994,1
1791,ZINC000006240201,-3.924251928,-1.68800445,2.236247477,0.026339286,Fc1cccc(Cl)c1/C=N/Nc1nc(N2CCCCC2)nc(N2CCOCC2)n1,0.8484381,1
1792,ZINC000306134633,-3.924140959,-1.717909908,2.206231051,0.01235119,CCCCC(=O)N1CC2(C1)[C@@H](COCC1CC1)CCS2(=O)=O,0.99919367,1
1793,ZINC000220628002,-3.923979498,-1.813229437,2.110750061,0.010416667,CCOc1cccc(NC(=O)[C@H](CC)N(c2cccc(OC)c2)S(C)(=O)=O)c1,0.13134903,0
