,ST16924,ST17220,ST17263,ST17530,ST17584,ST17700,ST17802,ST17956,ST18022,ST18776,ST25585,ST25588,ST25604,ST25612,ST25613,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25870,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25920,ST25938,ST25947,ST25968,ST25998,ST26024,ST26070,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26267,ST26349,ST26374,ST26376,ST26526,ST26528,ST26628,ST26673,ST26678,ST26737,ST26745,ST26764,ST26988,ST26992,ST27058,ST27087,ST27088,ST27219,ST27223,ST27284,ST27341,ST27403,ST27494,ST27522,ST27526,ST27540,ST27602,ST28012,ST28016,ST364,ST377,ST403,ST609,ST61,ST610,ST621,ST642,ST647,ST689,ST823,ST967
10099,0.4847997,-0.52471524,0.63624984,0.5053785,0.3520046,-0.29133654,-0.58559763,0.19275628,-2.8893924,1.1240009,-0.03214912,-2.512526,-2.1996074,-0.10684172,-4.7139,0.6116616,-1.7281001,-1.1546319,1.8848172,-2.024424,1.2463837,2.0874238,-0.54616576,-0.7565354,-0.42903936,0.5785773,-1.465575,0.6458091,-0.6513585,0.30311912,0.017565668,0.8107396,2.926482,0.37046242,0.61787933,-0.016669981,0.2826895,-0.31895,-0.31965828,-0.14221233,0.31122643,1.1278147,0.21255077,-3.0619,1.108473,0.22182618,0.25376225,0.54399204,0.70397544,0.84584963,-0.15835512,1.787342,-0.16806856,1.2991905,-1.258826,-0.4624501,0.006255366,-0.656,-1.916559,-2.71763,-0.437089,-0.73368275,-0.48135367,-5.17025,0.43442458,-2.65941,-2.8041058,0.83038956,-1.091132,-0.41235876,0.13580665,-0.44350177,-0.45663822,0.45813447,-2.6401687,-0.10919498,0.3472743,-0.36068225,0.36634675,-0.2982753,-0.18260153,-1.1959645,0.4645483,-0.39577475,-5.48567,0.23573007,0.02203731,-0.12708765,-0.08089584,0.6031572,0.97664183,-0.47534645,0.4628836,0.8943348,-0.9774721,0.5143145,-0.7224755,-1.3804263,-0.098763466,-0.06111425,0.4985327,-0.010533094,1.2152882,-0.0128268
10112,2.4984307,-3.9582515,0.3531716,2.2060778,-0.49940008,-4.4197035,1.7042701,-2.3415246,-3.5929945,2.1874857,0.5926468,-4.7348857,-4.7334094,-5.218391,-4.4713497,-0.05339703,-1.3975,-6.596005,-7.4578266,-5.606989,-1.7101475,2.3738377,2.8922071,-0.69725007,-3.4771214,-1.6544003,-4.760168,-0.55602306,-1.1822938,-0.9629054,-0.22905163,-0.5834775,-1.0488188,-0.94567513,-2.5463083,0.19937487,-1.3249168,0.5563892,-2.4120378,-2.2822137,-0.935514,-2.0854533,-1.72927,-3.1172,-1.5747985,-4.5433645,-5.2877054,-5.4032216,-3.0326087,-0.682813,-4.5316477,-4.038301,-5.446885,-0.7427383,-0.6884862,0.27609235,0.5520194,-1.04655,-0.34444496,0.23276043,1.5779288,0.15577784,0.054639447,-5.84225,0.12028597,-5.8860197,-6.261257,0.48863375,-1.1532221,-1.8021109,-1.6619275,0.033303313,-3.3330421,-4.7783947,-5.097304,0.048003323,0.33907402,0.50580275,0.56951964,-0.040881142,-1.0294192,-0.8686713,-1.0042838,0.25993776,0.8530965,0.6433125,-1.4449149,-2.8815236,-1.8985364,-1.6512046,-0.10833859,-0.14275527,0.89463437,-3.606515,-1.2449485,-0.7676567,-2.5032277,-1.3287474,-3.585973,-6.838943,-1.559004,-2.263269,0.84869796,-0.55957246
10123,0.7598461,-0.476461,-0.24663873,1.138526,0.21333745,0.77775574,0.09703746,1.495781,8.623479,0.4884132,-0.4150988,7.1945367,3.8596692,3.0227814,6.67055,-0.2926733,8.2338505,7.908146,1.3907461,8.19728,0.017467618,0.8196989,-0.042954788,0.41269422,-0.5259601,0.25121966,2.035102,0.21635513,0.017880052,0.8671922,0.5927089,0.08853302,3.049244,1.1224657,0.48936057,-0.41371495,0.13423373,-0.11989072,2.9946058,0.9580265,0.62024236,1.2353874,-0.7244832,8.45385,1.2272733,2.8143995,1.480746,3.3453286,2.0210972,0.64321655,2.9541526,1.0517297,1.8812875,1.0800238,0.14485613,-0.09412883,0.5499404,0.46735,3.4203312,3.258799,0.71921265,-1.05923,-0.19851162,7.68675,-1.3000797,5.680436,5.4674788,-0.73539376,0.0900947,0.6900423,-0.3136133,-0.8200867,9.091749,5.748334,7.924268,0.34307167,-0.49685413,-0.51509553,-0.80609167,0.049155343,-0.0047139972,-0.9593711,-0.16768196,-0.5145001,2.7417088,-0.13749179,0.6862624,-0.29594904,0.3741754,0.6316743,-0.42895567,-0.7031589,-0.71904993,0.4378501,0.86224824,0.89670193,-0.84930325,1.7350155,2.6725693,3.2043002,-0.25549993,-1.1378747,0.11470154,-0.09556405
10131,-1.2175817,-0.012149604,-0.1099233,-1.6889207,-0.04400765,-2.9921207,-0.3539606,-1.1765385,5.875682,-0.75393414,0.42592818,-0.47992533,0.6994662,-0.20120224,3.3744502,0.18582024,6.37965,4.7359376,0.91092485,5.7710133,1.7766865,-2.525614,-1.1341189,-0.51793504,0.47423998,-0.03456624,-0.4823483,0.03706105,0.5731456,-1.0643023,-1.3207757,-3.3811188,-0.77880394,-1.742072,-0.13342781,1.3774098,0.7202524,-0.5056148,-4.307522,0.25215915,-0.2908637,0.9591553,0.4871358,3.31485,0.67160976,1.113225,-0.55649394,-0.3142293,0.59949183,0.11458634,0.5617362,0.6370675,0.830665,-0.33218968,-0.37989566,-0.22390905,0.6265805,-0.5315,-0.6411815,-0.6631841,-0.31472272,0.5718842,1.0553164,0.71085,0.9303691,-0.75393844,-3.4827633,0.25838178,-1.1661376,-0.50286806,0.0021908432,-0.7959412,3.9087815,1.1095995,4.3792744,-0.009231284,0.5933559,0.56089306,0.37479562,-3.76443,-0.18252705,-0.48490322,-0.8777429,-0.2825426,-6.1911173,0.30476275,-1.476423,-1.4845729,-0.9589155,-0.77692616,0.01602314,0.0009895936,0.006457329,-0.6711136,0.15884417,0.12266874,-0.25214466,-0.73775256,0.4447222,-2.1269455,-0.93376076,-2.2711277,-0.47253397,-0.74150294
10146,-1.3753003,-0.28180245,0.55171347,-1.8985107,0.018965483,-2.132868,-1.8779075,-2.7682953,-9.577528,-2.095816,0.6375558,-4.485075,-1.5130712,-4.7955723,-7.1348,0.330172,-6.52195,-9.247251,-1.7099237,-8.146751,-0.69132835,-2.678565,-1.1861894,-1.1723933,0.12984195,-0.47835237,-2.6177769,0.3511482,-0.4421092,-1.3357842,-0.6041927,-1.6471767,0.5943678,0.8214564,-1.7530745,0.5148679,-1.5912366,-0.54031616,-3.5720365,-0.6858797,-0.11723906,-0.7108826,-1.0056895,-7.1559496,-0.6442547,0.731541,-2.3245177,-2.0065956,-3.8027864,0.015315652,-1.4147189,-3.6748507,0.020785518,-0.9895871,-0.49508286,-0.50095606,0.00037579238,-1.5036,-5.506325,-4.460146,-1.7966774,0.65351075,0.6805999,-5.4863,0.17300664,-2.0212488,-2.484357,0.6469587,-0.77671456,-0.09273727,-0.02645424,0.12370973,-6.0594783,-8.068088,-8.821768,0.50893486,0.44346118,0.6631334,0.94662035,0.6742035,-0.37755233,-0.7621638,-0.04926221,0.12579024,-4.3619537,0.9735461,-0.43861318,-0.44885576,0.124454886,-0.26749107,0.38548017,0.32014325,0.42512858,-1.6528459,0.060794704,-0.21469754,0.11239292,-2.5721588,-1.5904434,-0.7667522,-0.4382497,0.37720156,-0.8725815,-0.23365523
10150,-0.4840489,-0.47609124,-0.2584805,0.971858,-0.24917337,-0.02422908,0.49253938,0.9173267,-1.8130329,1.1435663,0.11625309,1.0154523,1.7470725,2.6476824,0.7491,-0.69618255,-2.6578002,-2.475244,1.5645568,-0.91698277,-0.51558375,0.93028027,0.60455257,1.0146166,-0.948257,0.9026396,1.0550555,-0.27231085,-0.06964768,2.0740511,0.8686543,1.576042,0.34190828,-0.029495716,1.6905875,0.26566908,0.25438514,0.20997263,0.7565262,0.5697087,-0.104524985,1.441849,1.4049978,-1.15215,0.13422786,0.62169147,-0.20966934,0.9751725,1.4216045,0.95375633,1.0477026,-0.45933706,0.028015554,1.000987,-0.28753465,-0.8017845,-0.71530503,1.4669001,-0.22470915,0.13831285,-0.1999886,0.21392567,-0.18884051,-1.12145,-0.4163034,1.2097425,1.8807106,-0.5663055,-0.6513264,-0.6429348,0.018582061,0.9824021,-2.0889282,-2.6049564,-2.3129728,-0.11167584,-0.7127664,-0.15206386,-0.85292155,-0.3999207,0.19146407,0.59846663,0.26358467,0.0816451,3.027036,-0.005477175,0.9545632,-0.5424508,0.3541366,-0.5519639,-0.08869776,0.90282696,0.70121443,0.6830013,0.3409348,-0.18155971,-0.305784,-0.5611205,1.4695815,1.8469721,0.53350824,0.23139141,0.13517135,1.0672151
10153,-0.20660648,0.22937676,0.30728185,0.20969236,-0.9198903,1.6192636,0.5842923,0.6497063,-5.6597605,-1.060393,1.4743,-2.0100098,-1.3468966,-0.85823417,0.57715,-0.7263483,-5.67165,-2.665796,-0.47396636,-4.361036,-0.36683044,0.15412077,-0.24573335,-0.75466025,0.8816889,0.105293185,-0.5025623,-0.29149243,-0.5751721,-1.4096186,-0.8568982,-1.1377348,0.039205134,-0.13435018,-1.262429,1.0961759,0.84761506,-0.44700873,-1.1980261,0.21225321,0.73006797,-1.5658429,-0.38303435,-4.04515,0.9325837,-0.8034151,-0.53414917,-1.150065,0.372568,-0.1690349,0.63418925,0.8562301,0.53355306,-1.6408967,0.4628049,-0.2365994,0.76766217,-1.2226,0.32867098,0.3815618,1.1171062,0.39378896,1.9780279,1.01235,0.8571811,1.1569948,1.0772636,1.4322189,0.079417855,-0.09745291,0.04815252,1.20437,-4.179741,0.8752245,-4.5104756,-0.6081321,0.068908334,1.2632561,0.93064624,-0.14466569,-0.49609596,-0.5059702,-0.6677835,-0.4329099,0.9544047,0.13521266,-0.36072922,-0.74914426,-0.17719938,-0.45974916,0.51351756,0.88538474,-0.16981652,-1.1542647,-0.009300083,0.8371854,0.08944251,0.9832658,0.19230117,-0.08222455,0.1504294,0.6584754,-0.66405296,-1.0361363
10165,-0.4941575,0.15466365,0.04483986,0.26717716,-0.033258937,-0.97703826,-0.5084677,0.35153216,-2.4602072,0.87216234,-0.48688468,0.22767599,0.58276576,0.0028273575,-3.266,1.3995309,-2.4032998,-2.4365811,0.23221374,-2.443319,-0.3958243,0.6797831,1.0405971,0.6325098,0.15767422,0.55334616,0.031429593,-0.01564756,0.2831381,0.36521295,1.0286987,0.16847554,-1.2053585,-0.20002626,-0.22859727,1.115448,-0.31980622,-0.28737575,0.06837538,1.3443911,0.48826134,1.2153397,0.63055813,-2.2338,0.3540246,-1.6994498,-3.0908833,-2.4287727,0.7393192,-0.21438497,0.13806024,-0.4354682,1.1491365,-0.32890347,0.21593103,-0.8507979,0.71441233,1.7989,0.894433,1.3272,0.519739,0.93387777,0.33611187,-0.51514995,-0.69248515,-1.5865941,-1.1861403,-1.2500694,1.059392,-0.22167687,0.026687846,-0.5061981,-1.597977,-3.8681855,-1.4899514,0.2237865,0.0016086549,0.9287158,0.14665495,1.162106,0.5730945,-0.13569106,0.92437077,0.0015128255,2.9065456,1.3409264,-0.089575574,0.24115145,0.18439731,0.5865902,0.07707903,0.1917876,-0.10259305,0.20028383,-0.049526706,1.3412474,1.1266255,0.57748425,-1.4486753,-1.0350066,-0.32614022,1.3121867,-0.28548095,0.23825341
1017,-1.1010063,0.44511053,0.95623094,-1.1072574,0.82577664,2.2761264,-0.81848365,-1.7555798,-1.6363868,-1.8651624,0.24259222,-0.98398644,-2.7326415,-2.4622502,-1.68165,0.13045734,-0.8312,-2.5878272,-4.173046,-2.3699028,1.0226084,-2.1315696,-0.82394594,-1.1048552,0.30294147,-0.22656322,-2.7309337,0.44112182,-0.5507294,-2.3258393,-0.8254334,-1.0862676,-2.830298,-0.08486026,-2.299674,0.4889229,-0.3724326,0.36106953,-2.8047452,-0.7698179,-0.5178332,-0.67184323,-1.7753631,-0.26195002,0.3963547,-3.122274,-0.07172186,-1.2736454,-3.040908,-0.4548556,-1.5364019,0.25531676,0.32502818,-1.0474286,-0.28382504,0.039281055,-0.28775877,-1.6798999,1.2984183,1.1150937,-0.7574254,-0.06460812,0.12424918,-1.55445,-0.18838173,-2.2926173,-2.5225835,0.5091515,-1.3603768,0.15244018,1.0426646,0.019809678,-1.1394489,1.675072,0.23234606,0.07495225,0.9239832,0.15714669,0.2454212,0.3853272,-0.11872832,-0.8271459,0.3879311,0.73344946,-2.9272308,0.16300488,-0.16959193,-0.11719009,-0.4140132,-1.1596317,0.9149681,0.09432201,0.4525137,0.47570065,0.4039305,0.1299214,-1.204441,0.31867403,-2.6829736,-1.9510738,0.6712624,0.07510957,-0.26778892,-0.19658685
10174,0.82405853,-0.3864335,1.1450385,0.7408279,0.47750878,0.880371,0.096948296,-2.3880937,-3.7356613,0.49804503,0.49276206,-1.9815218,0.5653119,-0.21174234,-5.14425,-0.56610155,-1.3636999,-3.8745427,-2.0345874,-2.781993,0.5694387,-0.1931141,0.59490323,-1.5083282,-4.5933948,0.5465492,0.043574274,-0.613546,-0.7927633,1.0190526,0.8882951,0.68335253,-9.087696,-0.65261877,0.13900803,-0.26984546,-0.122688144,-1.4285574,-0.5593728,0.7608811,-0.17407672,-0.07826665,-0.24300092,-2.11265,-2.8412762,-6.3784046,-9.30186,-8.9906435,2.452226,1.6645715,0.26494968,-0.71288127,-3.9659748,0.40229806,0.1915001,-2.199278,-0.29581097,-0.31715,-3.2393796,-3.815161,0.42188936,0.36179167,-1.2892189,-2.385,-0.577611,-3.0466132,-2.9072194,0.2766031,-0.4227913,-0.86714625,-0.58976644,-0.1291646,-2.557028,2.102885,-1.4669969,-1.0111883,0.6121952,0.59128875,0.79594994,0.4080857,0.6371489,-0.3753062,-1.31314,0.4429643,-5.6399937,0.16776109,-1.2053688,0.4012374,-0.69552517,0.5406566,-0.118156336,-0.4321338,0.31984997,0.6933743,-0.14605182,0.02061563,-1.1432164,1.3722636,1.4582319,-2.727571,0.53079367,0.52561355,0.5132389,1.9662864
10180,0.31063315,0.12675697,-0.36729452,-0.08224377,1.0778034,-3.734672,1.2605469,0.37843257,1.6975052,0.7447585,-0.8568961,1.0732764,0.33750182,-0.16805413,3.4041,0.6377422,2.62345,3.4082253,1.7462363,2.8516347,-0.9093461,-0.15688425,0.14350969,-0.086905375,0.13466954,-0.31286916,1.0264395,-0.17036241,-0.27643192,0.21914676,-0.42424914,0.07989365,5.778238,2.8489914,1.0262707,0.39341733,0.1355991,0.1271629,5.812772,0.8738282,-0.5712429,-0.2936924,0.7409977,4.00225,0.5940542,1.5272534,4.259637,2.1057363,1.138329,-0.02265194,0.13047482,0.703746,-1.180773,1.1652759,-0.55993736,0.33809265,0.07071975,0.99285007,3.0025177,2.0804133,0.0027093813,0.6107891,-0.11011513,-0.6757,-0.8401099,1.9850336,1.490473,-0.5515646,-0.0009191185,0.6881187,-1.5136957,-0.9542566,-1.3870298,-3.3949168,-1.6167221,-0.3944776,0.26622286,0.25730765,-0.47216523,-0.67496765,0.3765065,0.09959641,-0.5343935,-0.056389827,-1.2057738,-0.6526166,-1.2960025,-0.9570043,0.37453738,0.9215008,-1.5896522,0.18284447,-0.7147305,-3.0030427,0.35038742,-0.12891605,3.1403053,-1.0783753,1.7989839,3.0246682,-0.6715126,0.21046534,0.32007587,-0.6540551
1019,-1.905399,0.15317354,0.98402697,-2.5934818,0.1668056,-0.2240241,-2.7092943,-1.9572759,-5.138098,-3.8429623,0.76505375,-6.28253,-2.8273516,-3.6467097,-7.9806004,0.49854997,-3.2858,-5.8337517,-1.8044432,-3.8444,0.53018963,-4.0754447,-1.9352509,-1.6982173,-0.3544817,-1.1150384,-1.319493,0.14190122,0.17969868,-1.421463,-1.3950241,-2.004045,-6.553171,-0.9528915,-1.5306516,0.7372615,0.094481885,0.08471253,-2.179876,-0.33154166,-0.38955036,-0.5754936,-0.04439527,-10.0,-0.96150994,-6.449467,-9.214918,-7.2086773,-1.4642944,-0.14678538,-2.7766254,-2.0971634,0.78199995,-2.8407867,-0.58763504,-0.3618582,-0.2855119,-2.7385,-3.704123,-3.3703027,-1.9074683,0.37786424,-0.5332168,-7.17045,0.3444347,-8.459406,-8.320873,0.52846813,-0.4704334,0.23886406,-1.7504965,0.3805918,-5.0263357,-0.77078193,-4.529372,0.50799114,0.7137206,0.23220627,0.3093352,0.42846188,0.34890047,-0.06890537,0.37079817,0.19950369,-0.58354825,0.1253565,-1.3882341,-0.22709695,-0.0022905916,-1.0189148,0.35170949,0.20902473,0.88407874,0.12654644,-0.3121481,0.0880368,-0.7523735,-0.24612924,-1.1071978,-6.127725,0.30941615,0.16783686,-1.37455,-0.48039567
10190,-1.0358878,-0.7144501,1.0089782,-2.1073143,0.5237981,0.51394504,-1.2017083,-1.3409669,-4.240026,-2.6009974,-0.3235039,-6.089717,-1.2128775,-0.6493703,-2.7185998,-0.33216438,-3.51145,-6.2417984,-0.6171485,-3.9670453,0.2693134,-1.6022979,-0.6907613,0.6217213,0.30852094,0.61124396,-0.868296,-0.59734595,-1.0148597,0.2089564,-0.17537698,0.17519684,-0.895036,-0.007520478,-1.2364709,-0.64177245,0.67942417,0.07664458,-3.1078062,-0.13117622,-3.906433,0.28239852,0.74626684,-4.27975,-0.16296156,0.75324214,-0.60164624,-0.36928588,-2.2656908,-1.3010626,-4.299995,0.51222277,0.16952194,-0.8432718,-0.7390253,0.07914257,0.16454154,-1.74155,-8.987816,-7.3054123,-1.1731657,0.25683296,-0.12767236,-2.59805,-0.39605904,-2.033079,-1.6805166,1.0241734,-0.11040798,-0.0071298704,-0.11557503,-0.06194967,-4.6645045,-1.2089804,-4.4746857,1.9472117,-0.6782332,-0.2593621,0.4743114,0.26465577,-0.3011396,-0.11850992,-0.12072635,0.8841249,-1.1035402,-0.29269,0.54240215,0.47890198,-0.2683453,0.79759216,0.8831709,0.13129228,0.12732083,-1.2089635,1.0832324,0.16967082,-0.18222222,0.58182895,-2.3113074,-0.23207767,-0.6765332,0.6157866,0.3007296,-0.5704727
102,-0.14482757,-1.0228409,-0.46833336,2.3308606,0.61714935,-2.8560228,-1.2412013,0.2679602,-0.30760702,2.1307464,0.5327327,-1.5692688,-1.1236923,-0.45792478,-4.05195,-0.3049857,0.05884999,-1.5995216,1.6447883,-2.0477233,-0.744564,2.1174898,0.24475832,-0.8130288,0.020466601,-0.20442995,-1.5333288,0.4026364,0.073813125,1.0943825,1.2619777,1.1653457,1.3575261,0.82185864,1.504812,0.80938286,-0.21785489,-0.24570252,-3.1514797,0.048497543,-0.07482849,-0.21394968,0.15199918,-1.6042,-0.39531165,1.2084987,0.70474625,2.3264496,0.91975147,1.1833158,1.0697205,-0.4900185,-0.835255,1.3609664,0.2691476,0.690884,-0.105510846,1.2931,-1.3092792,-1.2777411,-0.9278446,0.45774907,0.08601857,-2.44715,0.5553063,-1.5074385,-1.8095754,0.27359706,-1.4967353,-0.7291367,-0.12944992,-0.757872,-2.1909277,-3.920304,-2.5060039,-0.75850713,0.5105314,0.77379686,-0.2552157,-0.6603073,0.043664902,-0.73374,0.31112966,-0.025251836,-3.7761335,0.080561996,-0.47107112,-0.201376,-0.37820706,-1.3868177,-0.7536887,-0.39660475,0.46908996,-0.31164974,-1.3604757,-0.7518765,-0.6588462,-1.4197148,1.2391014,-1.9217719,-0.2624042,-0.34394813,-1.2149526,0.5733656
10206,0.99927723,-1.2759228,-0.6307515,0.818902,-0.6605241,1.5514474,-0.6862279,0.32457274,7.109428,1.68696,-0.8200588,5.697408,3.0703948,2.6966267,5.89675,-0.40458256,7.0236,6.9660444,0.96358395,5.5500355,-0.8171835,1.2299749,0.86324084,0.64090264,0.5144713,0.29745367,0.9851598,-0.42976135,-0.73784435,0.862345,-0.14762667,0.69959116,1.2740414,0.43637443,1.7690232,-0.76797456,-0.4535403,1.0816686,1.4862752,0.39275998,-0.6027563,0.0648547,-0.32102945,6.71245,1.0865977,1.1342219,1.6732061,-0.43893,0.9491012,0.29625756,1.4149284,1.1253037,-0.42275876,1.2020205,0.4496036,-0.097115934,-0.47619754,1.5611,3.2946477,2.8981602,0.51551414,-0.42559144,-0.38800743,5.82335,-0.30083874,4.1033916,4.375675,-0.46878427,0.6935017,0.5066644,-0.2734224,0.3417346,6.6929984,4.077417,6.99753,0.0940087,-0.3304746,-0.11463022,-0.8724475,-0.09518248,-0.18934807,-0.09873083,-0.5165552,-0.7763473,1.7019734,-0.22372714,0.33282158,0.07991576,-0.32641393,-0.6163608,0.4793941,0.11119132,-0.6799094,0.13966301,-0.047036752,-0.13885102,0.24905907,0.53345865,0.5255635,2.7813513,-0.038796693,-0.8417266,-0.95692796,-0.22613116
1021,-0.4290689,0.883531,0.6514158,1.5243304,1.0610697,-0.20560999,-0.6010622,-0.2753262,2.1476636,0.62853384,0.5096973,1.0563622,-0.8642726,-1.9428437,1.8617,-0.2844562,1.49145,2.7360888,-0.267139,1.0583318,0.05606383,1.3651195,-0.24497028,-0.20931008,-1.2120836,-1.140735,-0.3413719,-0.008896589,-0.48402178,-1.4939923,-0.7939423,-0.119226635,0.14317644,-0.9009738,-1.1463145,1.0700788,-1.0233835,-1.3338647,-0.78597856,-0.27249172,-1.1357363,-1.2921293,-1.6787239,3.1494498,-0.9705321,-1.7340877,-3.1765678,-0.66108036,-0.56410706,0.6325917,-0.75292426,0.58500075,-0.65564716,-1.4532876,-0.88472855,-0.29225588,-0.12644915,-1.824,1.5711489,0.53386295,0.056862175,0.67109215,0.13905342,2.9322,-0.38706502,0.5313887,-0.30427614,0.09730887,-2.447335,-0.6273241,0.33510536,-0.3544451,2.0163052,-1.4510778,2.7993724,-0.13898131,-0.041388825,0.1694876,0.39716288,-0.57243764,0.42571458,-0.41401488,-0.9943789,-0.05398287,3.9002252,-0.19761652,-0.87321484,-1.3671871,0.0021087676,-0.4099605,0.06625934,0.4332462,0.5148997,0.26308915,-0.50759625,-0.5514154,-0.24287647,-0.3316273,-0.954973,1.2460014,0.01174701,0.060622938,-0.6415036,0.7331736
1022,1.4228961,-0.4830243,0.35327056,5.559651,-0.3472658,2.5617795,1.4671609,1.4075418,-10.0,4.736741,-0.34994453,0.27577388,0.18194628,1.5366814,0.04884994,-0.32155338,-10.0,-9.06756,0.97465134,-8.554898,-0.24563938,5.588857,-0.37213978,0.68871343,0.7170483,0.392775,0.018550038,-0.35070866,-1.2028016,0.002151668,0.11891765,0.3581751,-0.11096372,0.67950904,0.24060804,-0.4368032,0.037630484,-0.52588606,-0.13486326,-0.3217575,-0.4497079,0.18124565,0.28301686,-4.36585,-1.1614361,-1.1421773,1.7947634,0.7875866,4.397347,-0.22100982,0.6202498,2.011422,0.23920757,1.904414,-0.4051109,-0.1448398,0.6920903,-0.492,4.1035714,3.035835,1.6929779,-0.4061395,-0.47458044,2.19395,-0.057995483,0.747869,1.1954024,1.134938,-0.6467973,0.030464783,-0.35174784,-0.008747429,-6.844021,-1.3412864,-9.267665,0.49912095,-0.7862468,-0.79309225,0.18714641,-0.4869737,-0.7935649,-0.7951939,-0.7028375,-0.2112073,8.39492,-0.31928608,0.4108167,0.61049515,-0.18777893,0.35363182,0.5927365,-0.6523466,-0.37342545,-0.9012175,-0.47378588,-0.5803389,-0.94583595,-0.4724146,3.5078087,2.099378,-0.045810252,-0.6076774,1.9521858,0.10328671
10221,1.2812774,2.0911927,-0.35532886,-2.8455305,-0.62923235,0.13294356,2.2954488,1.7176355,2.1422517,-2.4738803,-0.4106422,2.3461306,0.69326335,2.106933,1.819,-1.5605386,-2.21775,1.7380528,1.1561775,-1.5508496,-0.29222235,-3.8279464,-0.72173107,-0.943049,0.74365896,1.250196,0.54948086,-0.67030823,0.6811634,-1.0234973,-0.56250066,-1.139654,1.222877,0.5247158,-1.1391544,-2.1219919,1.8449311,-1.6156851,-2.233601,-0.63728964,-0.5385239,1.4540154,-1.211333,-0.7573,1.95067,2.1522732,-1.0673603,0.510213,2.6434028,0.81397283,1.3771905,0.66701967,0.7671494,0.28871956,-0.102496475,0.22840208,0.7760093,-0.10690001,-0.96208054,-0.927835,1.6986749,-0.027190506,0.24556668,1.2983,-0.040115625,4.9980354,5.28245,-0.35706922,-0.0008360967,0.54793316,-0.13516858,0.28884983,-2.2669356,1.1546302,-1.6517301,-0.04433714,-0.20347533,0.37177953,-0.31843376,-1.023508,0.44516712,1.0959734,0.1966058,-0.30013198,-0.56688833,0.470215,0.15023458,0.97207975,0.73063534,1.8949767,-0.6756613,-0.4371491,-0.13465975,2.5996573,0.31785458,-0.596094,1.1142393,0.8488054,2.3617773,5.6635013,0.21678524,0.06525155,2.0632238,-0.20711643
10227,-0.43885812,0.38066277,0.45594782,-0.77785194,-0.09999812,-0.04804477,-1.3598384,0.038647145,0.4522351,-0.39464548,-0.5176636,-1.0545664,0.14269546,0.99824154,0.12225002,-0.09277034,1.3661001,0.2816401,1.1577891,0.9514894,0.59509563,-0.7809896,-0.07895605,0.2188564,0.59627134,-0.02446054,-0.5003491,0.11746408,-0.33760405,-0.41166803,0.6319387,-0.3762631,-0.7648761,0.69951606,-0.528226,-0.3729867,0.5263788,0.21659875,-0.8019467,0.35061172,0.10417026,-1.0626696,0.2643969,-0.2589,-0.7033998,-0.88649136,-0.4095434,-0.22191921,1.9188756,0.75002295,0.2898714,-0.7046073,0.43702024,1.3458225,0.17258717,0.0466339,0.46708816,0.09505001,-0.8838479,0.21213958,-0.01344946,-0.20674054,0.24657302,-1.5674,-0.08462764,-1.4807181,-1.5039535,0.31455564,0.050044745,-0.18884909,0.82066673,0.8588713,-0.07959685,-0.039872676,0.15216988,0.26955754,0.53068966,0.9684086,0.4796651,0.90459037,0.37199682,0.6046438,0.74694073,-0.28224832,-1.6584923,-0.27369148,0.721308,0.27801648,0.7442561,0.20943359,-0.023580495,-0.21676725,-0.5351145,-0.23292711,0.29981855,0.20967054,-0.030618802,0.46870095,1.5003436,-0.5679643,-0.057225533,0.7148099,-0.05496125,1.1633127
10237,1.1309097,0.39837545,0.23739466,0.0028862655,0.13214111,-0.37446854,0.73842865,-0.27639642,-3.8845873,-0.18408827,0.02322124,-4.023065,2.7470245,1.6428822,-5.3839498,-0.6088449,-2.68785,-4.3636312,0.6344346,-1.5721444,-0.78772783,1.3039316,-0.62689215,-1.6302482,-1.2356778,-0.14699697,1.5648632,-0.32833564,0.08580786,0.45558083,-0.28263056,0.3261549,-6.239203,-1.2492366,1.5796919,0.9075839,0.26728436,-0.68402535,3.0593152,0.19698898,-0.403134,-0.56963307,-1.4917411,-8.6594,0.0019499958,-7.961588,-5.3661866,-3.8226566,-3.5731363,-1.7558463,-2.6532052,-0.45200637,-1.599001,-4.461274,0.06668708,-0.298463,-0.27744845,-1.9229,0.4047624,-1.7887295,0.71549535,0.13182886,-0.47367674,-2.63595,-0.14871241,0.9208148,1.0060425,1.5174963,-0.7677081,0.35361016,-0.053031355,0.14010797,-7.554305,-1.2564601,-0.7716893,-0.38818303,0.42236668,0.31019893,0.25467265,0.38161457,-0.20693429,-0.030391362,-0.051478624,0.09298888,-1.1008711,-0.11824511,-1.8605826,-0.27923238,-0.3029828,1.1103517,0.28483617,0.26998723,0.44109988,-2.0420773,0.854787,0.30020255,-0.005750388,0.5655887,-3.8633397,2.2646866,-0.35935074,0.1228587,0.9975697,-0.6493668
