,ST125,ST144,ST16908,ST16927,ST17292,ST17296,ST17333,ST17334,ST17335,ST17336,ST17434,ST17450,ST17814,ST17910,ST18015,ST18016,ST18017,ST18026,ST18090,ST18604,ST18765,ST18766,ST18771,ST18780,ST18791,ST25588,ST25589,ST25597,ST25624,ST25630,ST25633,ST25640,ST25641,ST25644,ST25649,ST25678,ST25679,ST25687,ST25694,ST25709,ST25712,ST25719,ST25723,ST25724,ST25733,ST25734,ST25748,ST25750,ST25754,ST25756,ST25769,ST25774,ST25775,ST25776,ST25783,ST25787,ST25788,ST25790,ST25791,ST25792,ST25798,ST25802,ST25824,ST25831,ST25834,ST25836,ST25837,ST25838,ST25840,ST25843,ST25845,ST25851,ST25859,ST25862,ST25865,ST25871,ST25904,ST25911,ST25915,ST25916,ST25920,ST25929,ST25933,ST25954,ST25956,ST25957,ST25959,ST25961,ST25967,ST25974,ST26007,ST26008,ST26022,ST26052,ST26055,ST26074,ST26091,ST26139,ST26140,ST26183,ST26258,ST26263,ST26329,ST26337,ST26603,ST26764,ST26870,ST28040,ST28135,ST28141,ST28265,ST28309,ST28390,ST296,ST37,ST606,ST621,ST622,ST623,ST647,ST659,ST713,ST717,ST973
9016,-1.1170325,1.3607483,1.2219,1.9932297,2.7948647,0.8955,0.5079689,-0.4724303,4.592,-0.23216164,2.4793947,-0.34059146,-1.1394618,0.7360597,0.08425388,-0.13403285,-0.4442554,0.08932261,-0.042641565,-0.84180003,0.78851616,0.93095,0.9242681,1.2282138,-0.87282807,-0.15173797,0.28393137,-0.1834287,2.3287501,3.7940502,2.9802969,0.7058117,3.03715,-0.43927962,0.20825411,0.4109307,-1.0061288,0.5945779,2.7944026,3.6349654,-0.06738216,2.3106287,-0.37619424,-0.33736163,-0.24192679,-0.41500276,0.40169042,0.09943585,-0.1555372,0.4891616,-0.040366508,1.8807555,0.6773014,0.52184504,-0.22154054,-0.26373863,0.07973896,-0.53794944,-0.16629133,0.028032616,0.164451,0.6149305,1.2469683,0.71706676,-0.17796543,-0.24191508,0.1778143,-1.458796,-0.14509073,0.41260386,-0.6981753,-0.45093033,-0.02689492,0.1135267,-0.10203563,-0.5206193,1.0591413,1.6875602,0.48015934,1.0917617,1.3689022,-0.16649276,1.0583749,0.7945496,0.8435122,-0.5262486,1.9749291,0.17691624,0.88235,0.5446825,-0.80688894,-0.46088699,1.2036188,-0.64146316,-1.0098675,0.18779992,1.6543499,0.100069165,0.8639355,0.8010875,0.289986,1.1960237,0.38411155,-0.47050452,0.007945761,3.79875,0.61381054,1.029516,0.27890253,-0.054323737,3.91005,-0.19531587,0.54604244,0.2031642,-0.07259034,0.013268622,0.25481245,1.3238726,1.5177615,-0.45903364,-0.38480815,4.1870284,-0.085860714,-0.34949335
9019,0.3857604,-1.4947268,-1.44975,-0.34665653,-1.4951751,-0.055449992,0.21365729,0.7547564,-0.24965,0.4250863,-0.30588916,1.1695457,-0.101320684,-1.5472152,-2.178744,0.023674339,0.17347294,1.7901523,-0.4881448,1.5355,0.61204296,0.61435,0.7917749,0.10525414,-0.53704476,-0.0957371,-0.0535053,-0.2936613,-0.88315,-1.79865,-1.5063498,0.28867412,-0.80544996,1.323778,-1.0708017,0.14932828,1.0883644,2.6566515,1.1670401,-0.44433326,0.33348408,-2.1763496,0.4821323,0.5093185,0.8342885,-0.82005304,0.3610229,0.42981204,1.0397457,0.65348,1.274719,-0.5052255,0.7810242,-0.3236817,0.14784122,-1.893989,0.41248402,0.30970967,-1.0193108,-0.3190186,0.3812146,-0.9427517,0.8484956,0.6382491,0.112474725,-0.8915317,-0.7255902,0.33222136,-0.7035264,1.1847662,2.2866695,0.65635145,-0.29703373,-0.21529263,0.43265724,-0.7452615,-1.4324734,-1.5615425,-0.7087365,-2.4634275,-1.9418538,0.24454144,-0.9700602,-0.27802062,0.3004737,-0.11515407,-1.7968736,-0.37203306,0.61005,-1.686818,0.74967074,0.21968448,-1.8032781,0.71497285,2.8587663,0.6775769,-1.23665,0.1345582,0.8162261,0.034313872,0.5716485,-0.7917619,0.005374521,0.26592854,0.5642604,-1.8914499,0.11021891,-1.0369097,1.4330622,0.95607233,-3.4042,0.4113659,1.2312233,0.42340574,0.61313707,0.06708492,-1.6581022,-1.7513787,-3.3956666,-0.48147494,-0.68135184,0.33463192,0.38702086,1.569777
902,-0.4823007,-0.77198327,2.9102,-1.6106248,0.55273074,1.59425,0.27535456,-0.36004657,3.99585,-0.6586857,0.6664743,0.3631339,-0.70004165,-0.22541916,1.7292709,-0.97464705,1.0424823,0.5774387,-0.74121577,-1.63165,0.15403877,0.09395003,0.25245142,0.20582515,-0.87442297,-1.6039778,0.4511006,0.6439112,2.9489498,2.4653502,3.086658,0.34818876,1.80625,-2.566226,1.1187603,0.9791868,-0.5486034,1.7695633,0.53176755,0.7746809,-0.62505835,2.6693494,-0.32419673,0.08508128,0.36548817,0.022557974,0.28052568,-0.9681052,-0.3293777,-0.74353087,-0.13762154,1.077403,0.099002615,0.29853857,0.42735595,0.2976085,0.20484576,0.35852402,0.6949582,0.4532261,0.31958443,0.6656978,-0.11964154,-0.30080906,-0.85482657,1.3422517,0.69275,-0.34908015,0.8359143,-0.12038547,0.3491473,0.6900155,-0.566349,0.62015045,0.6710036,0.24924572,0.3431943,-0.0446818,0.33603984,0.22213471,-0.04259479,-0.49889845,-0.23460911,-0.79092574,-0.12735865,-0.24628042,0.58836204,-0.89286244,-1.0921,0.32276094,-0.8812906,0.9608948,1.3101348,-0.15452355,0.33252037,-0.11325772,0.5189,-0.76181346,-0.4267587,-1.1171287,-0.13186133,0.47399,0.54053617,-0.9918376,0.6296581,4.6923,0.14943454,0.59584695,-2.2721708,1.5016061,3.44965,0.39391738,-0.13002363,0.13581753,0.06982056,-0.697561,-1.0970018,0.042372763,1.1062559,-0.55271775,0.01950511,-0.92494345,-0.71052,-0.53400606
9053,3.3485413,4.7339306,6.2707,5.280291,1.1604173,1.7947,3.5684438,-0.41867137,1.05795,0.7071607,-1.5813237,4.729587,-0.7377728,1.7500042,-0.5881646,-0.5069057,1.7392757,1.6114485,-0.617633,-3.0355,3.7938745,4.49355,1.3028759,0.67524034,3.8480577,0.4599458,-0.3368691,1.8550876,6.7200003,1.0613999,3.0722966,1.3798882,0.98389995,-4.7491684,0.28623793,1.9453983,-0.15273929,4.0771027,4.9387636,1.5227581,-0.16299272,0.8046887,-0.0084836185,3.0807018,1.0535525,0.7709402,-0.060488563,-0.53636086,4.747785,3.5071664,-0.12594496,1.6742206,-0.048273332,1.3458136,-0.40900385,1.1366327,-2.9660099,-0.90602416,0.46214914,0.14590935,0.90178716,0.43660653,-0.190495,1.2318046,3.0602217,-0.34937674,0.36904967,1.402056,0.8289192,0.011569805,5.717903,-2.4709678,3.6672773,3.2897823,-0.3351868,-0.0889986,1.7276351,0.30662787,3.1267774,-0.3898543,0.49648836,2.477946,-1.1550283,0.22108504,-0.0023462772,0.18733403,0.26416102,-1.16038,-0.76115,-0.22926867,6.1477485,0.13636097,0.28542852,-0.5509071,-0.23736666,-0.64332944,5.43055,0.52317846,4.441137,-0.02072974,-3.545406,-0.29463047,1.1488886,2.0683584,3.8722394,1.46485,-0.07874346,0.58011585,-3.6057239,1.2828343,3.81855,1.4590265,2.3378167,-3.5153258,-0.45495695,-0.5295471,-0.15005153,-1.9362285,2.514744,-0.6080375,0.30863985,-0.4546111,4.60931,-1.716926
90861,-1.981288,-0.5002445,-2.43255,0.5813019,-2.3376276,-2.5342,-0.28894132,-0.1942283,-8.61765,-0.6693387,-0.892509,-1.4297061,-0.7247544,-1.0335757,1.625232,0.66063493,-0.3764425,0.13999419,0.25337481,0.8843,-1.7492183,-2.7277,-1.7923284,-3.4844851,-1.4835062,-0.74434865,-2.672975,-2.0182493,-2.408,-5.1005497,-3.013836,-0.85067314,-1.05495,0.21806005,-1.4956279,-0.88859487,-0.1858301,-1.7708116,-0.68854964,-3.6594548,0.121885,-4.0395875,-2.0062754,0.8541328,0.22398847,0.7339353,-1.0248516,-0.49286065,-0.8308602,-0.8458563,-0.37941334,-0.8799025,0.047772408,1.2095175,-1.2322111,-1.5044898,0.40814137,0.9861678,0.6199255,-0.14624724,-1.6592364,-1.5207908,-0.54408395,-1.8740375,-0.5185739,-0.2769989,-0.5802914,0.238589,0.46331885,-0.6695363,0.7168375,-0.7904736,-0.82375515,-2.2617636,-0.49762934,-1.6648508,-1.0013806,-1.2552637,-1.033723,-0.034128092,-2.8986588,-0.1497575,-0.925501,-1.4493971,-0.515301,-1.2068155,-1.1632869,-1.7336453,0.21759999,-1.0271705,0.67173564,-0.44874913,-1.8932623,0.28817782,-1.0540793,0.8385026,-5.6428,0.36921677,0.13157755,0.61188006,0.94952226,0.69997954,-0.29859984,1.0787132,-0.3106246,-3.7898998,-2.8985868,-2.0556633,-0.38333505,0.09903057,-4.37195,-0.7336183,0.09337519,-0.43244302,-1.6699525,0.061617423,-1.613201,-0.7596128,-1.6631467,-0.9221898,-0.04069633,0.30474737,-0.7282915,0.49401963
9093,0.67725337,0.09339077,-1.6088,-1.1183205,0.06068605,1.2639,0.44432682,-0.29593283,1.9099001,0.17294344,0.66803753,1.3372159,-0.43333972,0.30468243,-1.3127916,-0.8216949,-1.0577145,-2.1785324,-0.71976817,-0.22335,-0.1364203,-1.1277,-0.03511083,0.7668787,0.10848595,-0.25526166,-0.45292437,0.538648,1.2427499,1.3377,0.99544305,-0.0010443926,-2.6383002,-0.10767562,0.34723327,-2.2664516,-1.1965927,0.19912313,-0.5758189,0.69564277,-0.45819753,0.9210246,1.1119893,-1.3778062,-0.15821409,-2.775447,0.26298833,-0.34846306,-0.34671393,-0.0039615035,-1.9271916,0.06233029,-3.134332,0.28558734,-0.20718579,0.35370222,-1.0813432,-0.41098386,-0.21186288,0.3903283,0.37123597,0.81987107,-1.7314775,0.79092556,-1.2667649,-3.4728453,0.47850573,0.057357952,0.17984481,0.38661337,-0.05449142,0.23498046,-4.0229034,-1.9590998,0.0214798,0.19505459,0.50892025,0.89628315,0.7404377,-0.41512582,0.65459573,-0.35447145,-0.044748306,-0.2812888,-1.6503875,-0.13508032,0.951304,0.56741565,-0.47235,0.58353496,-2.0591526,-0.025784764,1.2907885,-0.57882977,-0.42865723,0.32169074,1.0515,0.17871042,0.054015398,-0.27293533,-0.35288855,-0.1989764,0.47736982,-2.7733767,-0.15918165,1.7737501,0.36325017,-1.3467147,-3.6075811,1.2880275,0.14595002,-1.7300047,0.3375684,0.07565738,0.54531896,-1.1544884,0.30583334,0.3990504,0.30539662,-0.217386,0.33763233,-0.71520877,-0.36917222,-2.7150192
9097,0.030783862,0.6691855,0.41075,0.023639262,2.852539,1.1572,0.40818465,-0.46865618,2.35385,0.23663849,1.2467452,0.9408319,0.17338517,0.84427226,-0.5476184,0.11304566,-0.5252716,0.511553,-0.6387536,0.38704997,0.16903044,0.056350008,0.27190667,0.18441936,0.78965205,-0.10041365,0.9363964,-0.15282792,4.2478,4.8416,3.1349714,-0.042879708,2.70795,-0.070977405,0.5463574,1.1871294,0.28048563,0.5685601,-0.8519248,2.49314,-0.046351224,3.0885181,0.64356005,-0.43397397,-0.11665802,-0.28689393,0.21269158,-0.22763711,-0.377537,0.7382054,-0.5361568,0.5936933,-0.81889385,1.2090031,0.011819914,0.88399184,-0.3715031,-0.5652646,-0.20661867,0.22385104,-0.33100796,1.4354874,0.9896972,-0.109725654,-0.15062314,-0.19331853,0.47569937,-0.2887383,0.85700417,0.8153671,-1.0959773,0.045553267,0.21468535,0.95939475,0.314108,0.33971465,0.2587007,0.029964566,-0.7851757,-0.5025804,1.8598772,0.40201277,0.085613966,-0.3313782,-0.36611181,0.4309922,1.470634,-0.087019384,-1.19965,0.18800627,-0.7635401,-0.4967311,2.4150038,-0.4799474,0.38158154,2.5085802,2.5139499,0.17854434,-0.92050177,-0.32402334,0.21269253,0.030230999,0.6508045,-0.6997616,-0.35015208,4.43435,-0.101690724,1.4757191,-0.7255989,2.62179,3.84065,-0.3622551,1.0216062,0.32499152,1.2862589,0.076244265,0.20183098,0.3785244,1.0640804,-0.17339416,0.0659204,0.33703208,-0.19700593,-0.84265184
9112,0.35017148,0.013177201,-0.20435,-1.0499822,2.2555277,1.05875,-0.07018785,1.1666651,1.5026002,-0.38367808,1.5845299,0.60899496,-0.19828768,-0.6165862,1.0721118,0.26859325,-1.6548054,-0.64278126,-0.26946032,1.8347,0.40912616,-0.43310001,-0.56808233,-1.9270577,2.3746958,0.79600686,0.34957737,0.38491476,-1.5801,1.7107,-0.055944562,1.2104723,0.47085002,1.9114937,-0.7225108,-0.96960855,0.6894512,-2.5487206,-1.130649,-1.4671032,1.8808758,1.5378227,0.46241552,-0.07251054,1.0735761,-0.53919554,0.24151057,-0.07582301,-0.13630477,-0.4961511,0.80489206,-0.5470481,0.7043212,0.8221661,0.4988383,-0.6042014,2.408568,-0.5315018,0.9875421,0.7789039,0.7827953,0.29991132,-0.33027416,0.8091193,1.5160707,-0.52618325,-0.323327,-0.8149005,0.4250325,0.25212508,-0.78100586,0.052227795,1.0112848,-0.77186614,-0.4828797,0.6638378,1.0440694,1.4954325,1.5294505,1.413021,2.587985,0.51321673,1.4580935,-0.23321477,-0.068271026,0.73030555,0.6045852,0.22603303,-0.46230003,0.28543985,-0.87188494,-0.60645545,0.89730704,0.12906663,-0.37686655,-0.77668303,-0.75515,1.9272491,1.7932763,1.933619,0.06266981,1.3645396,0.47768095,-1.4993919,0.1531693,1.4704001,0.71326995,-0.13072869,0.43789417,0.060487717,-0.10715002,0.5998436,-0.30660906,0.56926215,-0.042514265,2.8767762,0.8698873,1.2618529,1.8859385,-0.22315842,-0.6370185,1.5770478,-0.800735,-0.63731396
91137,-0.7816277,-1.4255766,-1.04545,1.230576,-2.6762218,-1.3281,-2.0317962,0.5328342,-0.46480003,-1.0996734,-1.4796267,-0.24752642,-0.90494317,-2.2521007,-0.27144572,-0.3757105,0.40972131,-0.17137441,-0.054099485,0.073300004,-1.2007409,-1.1565,-1.0131613,-1.8874009,-0.9313447,0.60577697,-2.4811718,-2.2858734,-0.83720005,-1.6386,-2.1451888,0.3379611,-2.8065,-0.41485193,-0.868291,-0.1313859,0.35039145,-4.1993566,-1.4878223,-1.7898164,-1.3712583,-0.70525694,-1.2492611,0.5991968,-0.04784645,-0.6900067,-0.15456864,-0.13785344,0.5326504,0.36754814,0.7163533,-0.9853976,0.4626525,-0.78648883,-1.3606343,-3.065024,-1.4294918,0.1485922,-0.3009406,-0.97660977,-0.24522996,-1.6194311,-1.3243608,-0.6948502,-2.385279,-0.8738984,-0.8366326,-0.1825949,-0.98058105,-1.9700384,-0.20985256,-0.030565739,0.56554216,-1.2143893,0.09516254,-0.34354427,-2.3950067,-0.18071105,0.40210626,-2.604704,-3.5757651,-0.73205847,-0.6060564,0.006002724,0.3108465,-0.51089704,-1.0383492,-0.47186095,0.49010003,-1.3091233,1.4616508,-0.16040853,-1.7269136,-0.16485995,0.2227132,-0.8444809,-2.3354,0.52623653,0.6106261,0.107939295,0.9082306,0.21046945,-4.131707,0.72588575,-2.4393113,-0.3834,-1.3545473,-3.8420131,-1.5634139,-0.7252557,-3.8779502,-0.028872915,-1.1887362,0.682871,-1.6259512,0.35748994,-0.08089637,-1.5987718,-3.016818,0.836951,0.45376083,-1.1686372,0.71865076,1.193779
9124,-0.07199113,0.3158915,1.3011,-3.3855336,0.13255572,0.30315,-0.42780274,-0.67705095,0.97175,-1.6613714,-1.3076786,-0.6780243,0.16198736,2.3489969,0.087889135,0.5479932,-1.3878992,0.9347594,-0.7651243,-0.10115,0.037281513,0.57895005,0.27283216,-1.3097912,-0.8119145,-1.6447823,-0.6891002,-1.1821587,1.3829999,0.95175,0.02784212,1.1677604,-1.3307999,0.20434149,0.47281823,0.32977116,1.5410613,0.69845724,1.8391848,-0.70848,0.6512729,2.0262907,0.10841137,-0.68535805,0.81344116,0.96267045,0.81491184,0.10846615,1.1469595,0.16679105,0.040876567,-0.88072425,0.5986238,-0.28057697,1.7464468,1.4278302,0.3793139,-1.431541,0.4973594,-0.044908434,0.051500678,-0.27904665,-1.2976327,-0.7719803,0.5178887,-2.938582,0.752422,-0.10933527,0.38073042,-1.0170552,-1.3752265,-0.72818947,-0.37234813,-0.18467711,1.0884031,0.13242334,-0.5825372,1.4902637,0.8757945,-0.54515314,-0.17825341,0.085327074,0.52921474,-0.0726456,1.1873791,0.031760484,0.07940883,1.022739,-0.09075001,-0.2986372,-0.6363685,0.6332533,-1.2748392,-0.14078486,-0.32611275,0.077423885,-0.05485,-0.033721395,-0.00030971318,0.19482344,1.5280409,0.1698299,0.10930769,-1.554265,-0.9156179,-0.74469995,0.595441,0.13661313,1.3714757,-0.559508,-3.0757,-1.1331946,0.18382937,0.5557057,-0.10360499,2.9363742,0.16745672,-0.792742,-2.5966325,-1.1131564,2.0104613,0.06030222,-1.9288871,1.543035
9126,-0.22031605,-0.8105417,0.099050045,-0.2803914,1.1848489,0.9638,0.34735093,-0.73917794,1.52625,1.741971,0.88948345,-0.5247941,0.102809235,0.98971534,1.1997216,-0.8472475,0.24974853,-0.088589475,-0.45974854,-0.95395,1.2006288,1.2896,-0.16751483,0.45457405,-0.22618127,-0.11997089,1.6055677,0.34856677,0.77554995,1.3110499,1.5402656,-0.97305655,0.72969997,-0.95928097,0.702226,1.0650578,-0.29512453,1.440465,-0.73846835,0.5146989,-0.16608217,0.9279012,0.79574287,-1.1570674,0.06596154,0.18424554,0.33972618,0.30301765,-0.17415643,0.47468597,0.0005197227,0.0756146,-0.67445236,-0.51182616,1.6058894,1.870674,-0.40561604,0.55410856,0.42778057,0.26302615,0.546226,0.8608182,-0.687165,0.9155284,0.14927503,1.30093,0.10736595,0.87218153,1.2721874,0.7025562,-0.67610395,-0.17689621,0.18374993,0.67783165,-0.1188249,0.60090494,0.46947694,0.53686535,0.95507294,0.38943928,0.5968317,-0.0035437644,0.26492798,0.61555904,0.1886001,0.4829119,1.8465675,0.09456235,-0.26340002,-0.091516346,-0.2867382,-0.037606973,1.8779424,0.20050175,0.5337621,0.08095515,2.4404001,0.3042361,-0.5203004,-1.342874,-0.7419168,-0.24205884,0.79974246,-0.33701783,0.5695487,2.1859999,0.13676381,1.8043872,-1.6018595,-0.37115175,3.7371,-0.68366516,0.26140404,0.058249325,0.61456573,-0.03578973,-0.47130278,0.67087996,0.64338285,0.024817828,1.076697,-0.14309871,-0.46411797,-1.6850969
9128,-1.0590202,0.5876826,1.0187,0.7458091,-0.6080953,-1.66365,1.1154261,-0.39193007,-1.49545,-1.5242807,-0.1179114,-1.7807986,-0.17553936,-0.5984613,1.0663683,-0.21001971,0.25063536,-1.1378137,0.40185824,0.46875,-1.5153916,-3.74655,0.051419556,-0.117438644,-1.0340617,-0.98549175,0.22842047,-1.0965785,-2.24085,-0.17540002,0.69882536,-1.9836714,-0.74875,0.057914123,0.24731913,-0.096303016,-0.8109829,-3.4310935,-0.69684005,-0.11567557,-0.55750656,-1.4846269,-0.44560918,0.96048784,-2.9009705,0.49531463,-1.4828672,-1.7750468,-0.35704672,-0.31973168,-0.10276248,-1.0211195,-0.031337544,-0.40506497,-0.7274905,0.48518592,0.77969176,0.9044671,0.76132274,-1.372018,-1.0233164,-2.3899512,0.09031989,0.5788367,-0.981934,0.8244767,-0.14656094,0.57233596,-0.66770077,-1.0674193,1.3039255,-1.4404186,-0.98406804,-0.20608206,-1.45699,-0.23400426,-1.3299367,-0.920562,-0.676719,-3.349269,-1.1920705,-1.3540776,-0.7798852,-0.9753909,-0.5449193,-1.1741927,-1.2279327,-1.8713648,0.22425,-1.0286453,-0.18335944,-1.4973526,-0.26059818,-0.3919527,-1.2269018,2.114656,-1.3552,-0.13291554,0.2581299,0.9897675,0.6440429,0.10435269,-0.5534303,0.85766065,-1.2381089,-1.64185,-0.8830082,0.3560542,-0.99734914,0.8220255,0.4253,-0.23121487,-0.12082472,0.9524791,-2.2117019,0.7966723,-0.33845812,0.42775604,1.1746831,0.52493703,0.34613457,-0.01450874,-0.21349107,-0.6933137
9133,-0.9531864,2.1508036,-4.18305,-1.7065604,-1.9077613,-1.6675999,0.057831645,-0.5780365,-1.7188001,-0.15896052,-3.3537147,-0.9579099,1.6111723,-7.783713,-0.27935433,-0.7034087,-2.838357,3.0826783,0.6811918,1.4070501,-1.1120951,2.2508502,-0.20447761,-2.6412072,-0.3493479,1.4368997,0.23717913,-1.1071804,-8.95625,-9.1082,-5.687129,-2.8772712,-9.26155,0.19783093,-1.6199477,3.3158357,3.1053305,0.90020156,-2.5921104,-4.1946406,1.9431851,-6.433939,-0.5600551,0.17141964,0.38371307,-1.4025283,-4.5719433,-1.1724634,-1.1085203,-1.7249672,0.2778831,-2.7672987,1.2347865,1.8572186,-1.3124027,-3.5784526,-0.05000478,-0.0032092417,-0.7382187,-0.44066638,-0.81346583,0.82130116,0.9182123,-1.6953712,-0.15288651,1.2491287,-1.0585372,-2.255426,-0.56157255,-0.035320997,1.3410771,-2.2035575,-0.42699575,-1.673939,-0.14720993,0.5364346,-0.06497007,0.9732021,-2.3750792,0.10586047,-0.06608613,0.14066227,-1.0235996,-0.2493147,-2.9503858,-1.0908749,1.2734429,0.32473382,-0.47925,-1.0891281,-0.26502022,-1.8946911,1.8393472,-0.20557067,-0.52734506,1.8516396,-1.5145501,-0.03263022,0.19414479,2.2853942,0.09839003,-1.0060074,-1.6394274,0.53519243,1.5466135,-4.8194504,-2.605372,-5.4955773,-0.38826838,-0.0025889762,-5.22705,-1.42649,1.6993433,-1.3678898,0.8885173,-0.5037784,-0.029541075,0.01992619,-1.739017,0.75109,0.13242617,-0.36926126,-0.66976,-1.3810916
9134,-0.8490199,-2.162739,-0.2695,0.34878436,-0.35658646,-1.20095,-0.8187183,0.14337933,-0.64125,-0.28129736,-0.629872,-0.28573325,-2.2660518,0.68988234,-0.6176794,-0.7208087,-0.32903296,-0.6385212,0.12863417,-0.9842,-0.744633,-1.4073,-1.3055702,0.33592534,-0.77930033,-1.0999243,-1.7673249,-0.6435805,-0.078700006,1.29965,1.0779228,-1.892993,-0.67895,-1.2396111,-0.2537087,-1.158097,-0.5569621,-0.74826974,0.56395006,0.90554523,-1.4311,0.14131649,-1.3583406,1.2183516,-0.7299349,-0.3268395,-0.53082407,-1.0920147,-1.9438719,-1.0801188,-0.31324437,-0.35462058,-2.2342947,-1.8946164,0.14748737,0.9878695,0.9261061,0.36703888,1.047903,-0.703964,-1.1228814,-0.87479043,-0.667999,-0.25521964,-0.23215872,-0.9190129,-0.3450044,-0.141731,0.63102394,-0.6544528,-0.5910373,-0.8934407,-0.24420267,-0.99818087,-0.6627724,-1.0282841,-0.20945875,-0.94591165,0.08104345,-0.68167937,-0.06973082,-0.8939229,-1.4371698,-1.213995,-1.321181,-0.6606355,0.31720477,-1.2757299,-1.0085,-1.4462191,0.4290528,-0.5463763,-0.9443594,-0.05066082,-0.805823,-0.050813712,0.84575,0.3133797,0.90372634,-1.3965914,-0.61420465,1.093156,-0.1481257,1.0591674,-1.6910651,-0.63505006,-0.5399169,0.7541686,-1.7298138,0.37619436,3.4446,-0.6183517,-1.3427203,-1.4902248,-1.979105,0.62768614,-0.81337386,-0.91040707,-1.1411127,-0.23209189,0.30539888,0.060858205,-0.17152645,-1.6490703
9143,0.35478666,-0.7884481,-1.0940499,-0.3323843,1.6774082,0.58935,-0.056138985,0.41151115,2.7779,-0.9698207,2.0310833,-0.822338,-0.073121294,-0.2558098,1.8355584,1.7883863,-1.3417804,0.40614676,-0.16315968,1.40055,-0.08454952,0.46870005,0.5688568,-1.1115102,0.6951575,1.3573452,-0.6849296,0.60395,3.9926,2.47745,2.2897215,1.5554678,0.19514999,1.8392832,-0.78671837,0.36880708,0.31146106,2.6185408,0.07605426,-1.2975049,0.46914768,0.9014848,-0.6948014,-0.04268782,0.54447013,-1.8503387,1.3385704,1.5915833,0.8109467,1.055608,-0.9673225,1.1687558,0.43530294,1.3922224,-0.39993128,-0.71181583,-0.7342081,0.26874343,1.2685049,2.6935077,0.900885,-0.12803483,-1.5604944,-0.5500884,1.0838244,1.9795012,-0.6554431,0.15464738,-0.9808652,-0.26833832,0.28767872,0.055315748,0.3860827,1.8012521,-0.05290301,-0.4441523,0.12977774,0.8897038,0.5494629,1.5443573,0.2407493,0.6847181,1.609004,0.6444001,0.5509704,0.55574334,0.7962969,1.0656563,0.563,1.6002266,-0.055017103,-0.5471535,-0.63346785,0.050324775,-0.21470967,1.8085947,-1.4130499,1.3048842,0.17932795,0.27631462,-0.51733506,-0.8961432,1.2968087,0.47767797,-0.036361635,1.1681,-0.7000516,1.0971531,-0.38559675,0.7369925,3.1165,-0.3104972,-0.49123308,-1.4358776,3.1048255,1.5392381,2.3432875,1.9541591,4.0332775,0.1595883,0.012966944,1.2177743,-0.806096,1.4093456
9170,0.57489353,0.31658155,2.21615,-0.07810157,2.310849,2.46525,1.2484078,-0.78490555,5.5677,1.0028979,1.5521055,1.1837095,0.45358005,1.7277455,0.01972717,-0.7104928,0.7188643,-0.16766706,-0.20935729,-0.1856,0.8370442,2.95205,0.43393877,1.295571,0.09331447,0.33296126,1.2550458,2.0738156,3.9407,4.61485,4.0280185,0.058902442,2.95525,-0.988157,1.147941,0.81037927,-0.22811097,1.9956601,0.46393198,2.095104,0.13403645,3.6921582,1.551414,-1.1420428,-0.2923437,0.2924664,0.77987504,-0.1266714,-0.06194687,0.13513854,0.5414946,0.5755552,-0.3966705,0.060324013,0.7896848,0.71529585,-0.7787534,-0.7488861,0.66481566,0.29545635,0.37911066,1.8078527,0.76942474,0.59272516,0.07291914,1.5391395,-0.06544852,-0.68151414,1.0091166,1.1932547,0.16361843,0.7076381,-0.093700826,1.6688592,0.20561081,0.023571342,0.92398584,0.6935913,0.11976288,0.8319335,2.3594198,0.4163254,0.21619639,-0.14080694,0.14735429,0.30462956,1.1505476,0.4637,-0.3161,0.13852029,-1.0225096,0.72416663,3.0049016,0.44766128,-0.32942453,0.49897903,2.3713,-0.44881746,-1.2392354,-0.5409602,-0.4488295,-0.027271032,1.0193303,-1.2939535,0.30915403,4.7218,1.4826108,2.158374,-1.0005273,2.3567853,4.6873,-0.16157278,0.8821999,0.08046082,0.6729569,-0.6263688,0.37947065,0.8664367,1.6653702,-0.4517408,0.9165591,-0.6605196,-0.58944196,-1.0743335
