,ST16924,ST17220,ST17263,ST17530,ST17584,ST17589,ST17700,ST17722,ST17802,ST17956,ST18022,ST18776,ST25585,ST25587,ST25588,ST25604,ST25612,ST25613,ST25617,ST25624,ST25636,ST25640,ST25641,ST25644,ST25680,ST25712,ST25723,ST25724,ST25727,ST25733,ST25735,ST25738,ST25748,ST25754,ST25756,ST25774,ST25778,ST25783,ST25785,ST25792,ST25802,ST25823,ST25837,ST25838,ST25840,ST25849,ST25870,ST25871,ST25883,ST25889,ST25901,ST25904,ST25913,ST25920,ST25938,ST25945,ST25947,ST25968,ST25998,ST26024,ST26044,ST26070,ST26090,ST26111,ST26112,ST26210,ST26237,ST26242,ST26267,ST26349,ST26374,ST26376,ST26528,ST26628,ST26673,ST26678,ST26737,ST26745,ST26764,ST27000,ST27049,ST27058,ST27087,ST27088,ST27219,ST27223,ST27280,ST27284,ST27399,ST27403,ST27522,ST27526,ST27540,ST27602,ST28012,ST28016,ST300,ST364,ST377,ST403,ST502,ST609,ST61,ST610,ST621,ST642,ST647,ST652,ST689,ST823,ST967
7466,-1.0580151,0.816075,-0.7551676,1.791869,-0.5825615,-0.29751182,-0.1738889,0.09298088,-0.4606203,0.45584697,0.07352206,1.2543211,-0.17633809,2.722,0.643029,0.62198603,0.86053,2.4924047,-0.0153993,0.0006092489,0.4592297,0.078009926,1.5110381,-0.15073827,1.7447592,-0.3738517,0.4291547,0.16613118,-0.6752293,0.28082594,-0.38165,-0.05182898,2.6800606,2.5529404,2.3859725,1.19655,-0.6681522,1.438421,1.067869,0.79467964,0.23728801,-0.11899093,0.009160906,-0.059132364,-0.3529601,0.65033203,0.24142316,-0.033744372,0.21690008,2.7237625,1.9290158,-0.7901292,-0.5486438,-0.76694447,-0.23422429,-0.484973,-0.6633322,0.38097516,0.73994005,-0.2186201,0.045830786,0.97553414,0.61346483,-0.48902604,-0.20126829,-0.02487211,-0.003593102,1.0055921,0.44019753,0.14969438,2.3581986,2.5403142,-0.16778722,0.29418936,-0.3916154,-0.28798497,1.5698451,1.1559815,0.023557872,-0.27782723,-0.10563503,-0.69422597,-0.0073527247,-0.3309252,0.16854694,-0.2864562,-0.33634475,0.14820962,0.30336353,-0.9132244,1.3079917,0.117321685,-0.08687554,-0.26720512,-0.32599744,0.43746912,-0.015915094,-0.2594188,0.13542259,0.2721811,2.1978948,0.56124216,4.40421,0.13142768,-0.48228717,4.0569143,-0.7003497,0.38248354,-0.2207382,-0.21867791,0.44713452
7485,-0.29594728,0.6640388,-0.12829416,1.162609,-0.8184859,-0.040424265,-0.88199615,-0.3426649,-0.06437224,-1.4638505,4.3217535,-1.1635169,-0.47708255,-6.7528,0.5427633,-0.06062583,-6.961734,-5.374185,-0.42706934,5.544239,-0.395038,0.33372238,6.720005,0.31044543,-0.83421934,-0.26495415,-0.52255034,-0.7215358,-0.5492931,-0.8293281,0.57025003,0.5776949,0.54572666,0.8859825,2.7864466,2.1993499,0.7259567,1.0751902,1.012423,0.5085026,-0.6296099,-2.5010135,-0.4203053,-0.057573408,-0.4196028,-0.47446126,0.17760557,-5.2560444,3.7339468,9.18919,8.81947,-1.1147553,-0.40370324,-1.962159,0.33500633,-0.19653828,1.1780657,-0.19126078,-0.5275648,3.0080786,1.4449732,-0.07383637,-0.9928667,-8.764488,-8.451188,0.35314342,-0.6331933,-0.81971425,-8.302172,-0.21425322,-6.3976107,-7.7038736,-0.02665186,-0.7831805,0.89260125,-0.10364717,6.671358,2.5894337,6.1826487,0.171586,-0.44867113,-0.7086967,0.9961652,-0.5141623,-0.2690739,-0.43663013,-0.75481766,-0.5949826,-8.024985,-6.7091327,0.05416915,0.8192569,-0.79348725,-1.2157815,0.48960945,-0.06838283,-6.47057,0.102845386,-0.9927057,-0.3080462,-1.7695589,0.94362104,-1.6232965,0.678646,-1.37273,-3.7192512,0.0026587164,7.469745,-0.21785158,0.4804511,-1.1404864
7494,-0.42345107,1.1849333,-0.27906638,-1.2651126,-0.03181775,1.7031177,0.1563333,-0.49111012,0.58799565,-4.04978,-8.823671,0.2076731,-0.33220842,-7.0316,0.2953006,2.7802532,4.237402,5.6700845,0.054761954,-7.913249,-2.8275757,2.5047,-8.904052,-0.6042912,-0.64593196,0.6655453,-0.20776284,-0.45109195,2.3301325,4.935838,0.29235,0.8209703,1.4314288,2.17387,2.332026,-2.6915002,-1.1086342,2.8328552,0.5954847,2.7232604,-2.1822946,0.8104985,3.3670483,0.6023905,-0.31432527,-0.6163507,2.4040775,3.3618407,-0.15756592,-7.5050755,-7.053828,-2.442141,-1.9487848,-4.7720146,-0.82252693,-0.40535435,0.9118722,-2.5449145,0.3134397,0.27217934,-1.1214465,2.8430498,-1.5919797,7.8393,7.2838087,1.1263572,0.23225734,4.1175065,-1.3773052,-0.1850359,2.3719738,1.5642344,-1.0629957,-0.52812386,-0.5710918,-0.15842664,-7.869069,-0.43294352,-1.9303124,-0.33942676,0.977303,0.5879704,-0.26015413,0.1327498,3.7028203,2.0978665,-0.07953605,-1.291334,-0.0030898824,-0.66684854,0.21272,-0.49959555,0.12158158,-0.424204,0.06915001,0.47503522,0.51647687,-0.107430495,-1.0616777,1.9923774,4.4677925,-0.263736,0.726354,-0.028297901,-3.154779,1.2094158,-0.29917723,-5.7219534,0.8153515,0.86589795,-0.97519636
7511,-0.5504985,1.076468,-0.6146212,1.368613,-0.11988625,0.38285375,0.6221397,-0.35584998,-1.2560184,1.267848,4.141563,0.69935566,-0.93995786,-9.30055,0.6454948,-0.4913637,-0.7728097,-1.2636175,-0.12291369,3.5798335,1.7145879,0.91473633,4.486823,0.6736508,0.26690355,-0.04903433,0.97094667,-0.6416566,0.108612835,-1.230709,-0.27675,2.8610911,1.8070629,2.2934349,2.5642815,0.37519997,-1.0413793,1.6944276,1.6148039,0.86236894,1.2114644,-1.0509555,-0.45387912,-0.32543248,-0.21807887,0.0011032224,-1.4067785,-0.3542446,2.5417085,-1.3013861,0.71529853,0.5973899,-0.12308669,-0.87741494,0.27651733,1.4947641,-0.15542549,1.0541059,0.8472913,0.88457876,0.21090174,1.5509536,1.079418,-7.744751,-5.199536,-0.60966873,0.03263036,-2.3626714,0.6043766,-0.050869316,0.37970906,-0.2752085,-0.20795912,0.41260523,0.4134562,-0.6917055,3.8063674,-1.029447,0.66747785,-0.13091552,1.0591689,1.6627033,-0.0833316,0.5766614,0.030087411,0.44529873,-0.03684278,0.4590271,-2.66291,-2.0101755,-0.09124723,-0.24716228,0.8275672,-0.28627694,-0.13657302,-0.1391809,-3.5450027,-0.42001903,0.6558082,-1.4665285,-0.77966046,2.6558375,-0.78944325,0.44043925,1.8200969,0.49560314,0.12289563,3.7673683,0.20643982,-0.047109786,0.16043316
7538,0.11702867,-0.25485277,-0.53850317,-1.1637225,-0.123309284,-0.27813303,0.635941,-0.24670228,0.027137741,0.6623453,7.411956,-1.7042727,0.43951774,4.4438,0.60873705,3.7624936,6.7485943,9.926796,-0.6657405,2.657767,5.0585194,2.5468204,2.2666192,-0.94607484,-1.4479442,1.0225618,-1.2341081,-0.40043032,0.88281614,3.0957465,-0.38910002,1.8464975,1.9435172,3.5714145,4.119175,4.2839,0.6906172,2.0501642,0.2137543,0.15533668,-0.17349787,0.13011502,0.7031733,-0.5317427,-0.59618694,-0.73196363,-0.21311596,4.436203,2.4199004,8.261944,6.464162,0.58186954,0.12530257,2.7001448,-0.089719534,2.0764492,1.4039888,1.6929986,-0.9070557,3.7710533,2.839722,1.728788,-0.39022583,10.0,10.0,0.3035631,0.6757872,4.704752,8.718203,-0.60493624,8.438156,8.036482,0.94265676,-0.48275286,-0.7547208,0.53392094,1.6343668,3.020758,4.2494736,-0.03445968,0.5885936,0.88578326,0.096620515,-0.34588277,7.905721,5.9526863,0.12913074,0.479555,10.0,6.232998,-0.7607365,-0.24417508,-0.9333292,0.65352416,-0.8351466,-0.31618473,10.0,0.15507385,0.93016624,0.8996358,6.5076637,0.53760827,5.125513,0.1579576,1.7731998,6.3286886,-0.5508232,1.0901277,-0.21194872,0.17722824,0.46579626
7690,-0.26233894,-0.5628015,-0.28600645,-0.39772588,0.3668389,-0.47898322,-0.54211074,-1.5080254,-0.20143613,-0.82813066,-2.2559223,0.039729577,-1.4269668,-2.1473,0.361483,-0.02792012,1.2662618,2.4066687,-0.3722755,-1.7828324,-2.4900384,0.89487934,-3.3196511,-0.27105945,0.53946334,-0.6337205,-0.29612222,-1.914386,0.32253054,1.2824113,-0.8306,-0.41755223,-1.1578282,-0.72284454,-0.48310632,0.31440002,0.07091363,-0.75446063,-0.3985776,-0.7491669,-2.009676,0.27810588,0.40675664,-1.074119,-0.9383576,-1.0911998,-0.60661757,0.5829185,0.42126697,0.3001085,-0.6376261,0.64440227,-0.57498634,-0.118369564,-0.7315215,-1.1882727,-1.0876331,-1.2796087,0.07347098,-0.931794,-1.1419828,-0.81390196,-0.75752723,1.1111007,0.77472824,-0.22660397,0.17753088,-0.19032142,-0.7929064,-1.0020446,-0.34688532,-0.062507086,-0.7001433,-1.0449693,-1.1166995,-0.6380374,-1.9913976,0.07251912,-1.3694531,-1.1981807,-1.3628423,-1.0835779,-0.86354375,-0.37235332,0.22278838,0.45184663,0.14099273,-1.4734051,1.8044031,2.014844,-0.26145452,0.25717077,-0.37266356,-1.3648876,-1.0924659,-0.67062247,2.4134362,0.05393298,-0.30218577,-0.05245596,0.72305954,0.11628051,-0.06901406,-0.80293906,0.527792,-0.40215653,-0.48926103,-1.951602,-0.05023952,-1.1187762,-0.6642686
7750,-0.013754174,0.29679385,0.38152373,-0.7191878,0.488889,-0.044380333,0.17397363,-0.9087815,-1.7773141,1.1211468,-6.427863,-2.513345,-0.39029375,-5.6376,0.42567545,-3.7516851,0.6716506,0.25469595,0.2633911,-0.39627245,-2.0124779,0.5371871,-6.1218233,-0.8769544,-0.22281818,0.99627215,1.3236636,1.2685592,1.4986453,0.69021404,0.67165005,0.5482422,0.3384748,-0.2727429,-0.44684744,-1.62535,-2.1689625,-0.058687463,-3.0551314,0.61551493,1.0179956,0.1471638,-0.63867766,-1.0535991,-3.7473574,0.5782247,1.2667502,-4.5341063,-2.811162,-8.091438,-4.5322723,0.1316987,-1.4799559,1.8294274,-0.9740195,0.6838392,-0.106869705,1.2954185,-0.115701646,0.18191606,-3.3422282,2.0909367,1.8213494,-1.8270907,-1.9724482,-3.8745456,-0.31536704,1.1547537,-0.81290466,-0.04165434,1.6855721,1.5878115,-2.24074,-0.03562383,-0.2714877,0.5471828,-7.287258,-8.3825655,-4.3783536,0.7587162,0.5009335,0.5480847,0.47863057,1.0289255,-3.2153096,1.3010184,-0.20127574,-0.8222457,1.1143732,-1.9340858,-2.7987726,-0.10000391,0.23563765,0.8017369,-0.049217522,-0.74104136,-5.4097495,-0.04015605,-0.05443591,0.7666698,-4.1618385,-0.18793902,-0.7817467,0.18803543,-0.1068701,-0.14070997,0.12246554,-8.786529,0.7807574,-1.2187008,-4.0139112
780,-1.2796938,1.712189,-1.1778806,1.6337488,0.21809314,-0.64734703,1.1717995,-0.158766,-0.92766964,0.9688039,8.70945,0.9638822,-0.15390968,9.5706005,-0.70727015,-2.0191662,0.29578483,-1.7357879,-0.2906847,6.0950346,6.7745614,0.736414,8.409841,0.55313027,0.50082636,0.49205214,0.67597926,0.06656685,-0.48005533,0.15171339,0.5388,5.532036,1.1006708,0.63900363,0.7637219,-0.31045,0.016109064,-0.5115793,0.9595147,0.3382581,2.377717,-0.9679043,-0.7286072,-0.055079464,-0.20706779,0.53733504,-0.5886266,-1.6675284,-1.1922944,-0.75264347,-1.0736378,-1.0107241,-0.947507,0.5391998,1.2040625,0.8319982,0.10703313,-0.26607376,0.09520842,1.0729798,0.48208728,1.3818426,0.5605546,-1.8717465,-1.2203684,-1.411619,-0.3726355,-0.49616086,-2.8400512,-0.032568917,-0.48464963,-0.839759,-0.28477758,0.103075095,0.54822946,-0.20860621,1.8218096,2.8667066,0.2782604,0.42555806,-0.46990088,-0.017885044,-0.27938113,0.7429177,-1.7265916,-0.23184656,-0.5129074,-0.29579535,0.7669945,-2.0544622,0.021595478,0.6713931,-0.8136857,-0.4593585,-0.84486634,-0.6795872,-0.83911175,-0.400069,1.3165469,0.020133644,-3.3910477,4.425714,-0.53927255,1.0259314,-0.9765303,0.809845,0.870446,0.40396586,0.31063098,-1.2552054,-0.7144108
7849,0.08688797,0.19225746,-0.18564461,1.5016015,-0.09138711,-0.055892274,0.1291667,0.44060114,0.34733164,-0.42371923,3.221455,-0.9309776,0.099173404,10.0,0.28677973,0.44123226,0.6948471,2.7837129,-0.50939643,3.7828546,1.9436936,0.5851678,2.56973,0.39753172,0.37205946,0.4013754,0.6877068,0.09732917,-0.016309947,-0.09697217,-0.54265,0.5347742,0.24626386,0.0680528,0.3532223,-0.087699994,0.60108685,-0.29406482,-0.30616993,-1.1395284,-0.52870035,-0.1295354,-0.07495844,-0.40425867,-0.26076272,-0.3095649,-0.27713963,0.20614709,-1.1434944,0.48421898,0.8554699,-0.527294,0.30511028,-0.7662587,0.039734736,0.38711786,0.03683164,-0.22428092,0.07210027,0.5870049,-0.5774922,0.27687132,-0.67436427,1.6029946,3.0367234,0.12820499,-0.8055785,-0.028167054,0.94356805,-0.3409465,0.90205926,1.2130415,-0.065311074,-0.20827985,0.0629307,0.3619492,3.8134646,-0.55936104,2.034133,-0.44592217,-0.26106724,-0.1143934,-0.032219775,-0.49602306,0.23797506,-0.46410182,0.017483316,0.45566955,1.1073582,4.20409,-0.0058781505,0.06008874,-0.059763685,-0.08533938,-0.4203329,-0.18305382,-0.8007424,0.3597242,-0.21521412,-0.28484005,1.441053,1.133171,1.9866945,-0.21597786,0.022210248,0.2829794,-0.64754736,2.6512818,-0.14956152,-0.023021266,-0.17229971
7852,4.119605,-1.1402183,1.7939961,0.2775588,0.14907241,-0.5505555,1.0217705,-1.1036974,-0.52113265,0.3284192,1.7164944,0.29952258,-0.5505607,7.4453497,0.15151773,0.88892674,3.5468018,8.480735,-0.23780255,3.6678743,5.041792,0.5185132,4.299119,0.25428644,1.2916423,3.013922,0.611913,-0.726594,0.033463914,5.3034463,-0.5898,3.3743832,1.0149803,1.2495475,0.46815613,3.58795,-0.15883428,0.46351573,-0.21225657,-0.5431681,0.26591176,0.49499196,-0.7214284,-0.78679395,-0.5231566,0.0027780943,2.8555884,-0.5274383,4.3133845,3.498719,5.2113047,-0.36918157,0.26018277,-0.5460826,4.1984816,-0.10441771,-0.06514681,4.5087476,-0.6118909,3.5749073,0.8326236,1.8334908,4.210959,8.777942,8.709395,-0.32600382,-0.16994108,-0.6553569,6.011139,1.2878296,1.7526845,1.2156613,-0.0943976,-0.6576297,-0.8141526,0.30336004,6.608231,1.6308441,9.029833,-0.92129314,0.46170604,-0.40351337,1.109206,-0.5228208,3.4581282,4.343919,-0.84515035,-0.27045482,7.384624,0.5597703,-1.0236961,0.13634248,-0.58024114,3.56391,0.2573014,-0.3803768,7.773612,-0.6341944,-0.14526285,-0.47383988,0.4464692,0.112795636,-0.33850396,0.9337208,-0.526001,1.1631324,3.692239,5.0612106,-0.37916726,-0.43907663,0.6050471
7866,1.223812,-0.8357805,-0.20256886,-2.4147315,-0.11530538,0.033485174,-0.65022624,-1.5217957,3.3949704,-1.0922016,1.0121716,-1.8545836,0.38480884,5.2979,-0.473072,2.8450797,1.8512418,-5.22326,0.5740974,0.7683964,0.86740935,0.6822574,-0.10545036,1.3878103,-2.158762,-0.034071818,-0.6725972,0.45625436,0.56735,-0.6118715,-0.40565002,-1.9822698,-2.072398,-1.1783742,-2.4288144,-3.7546499,0.68030065,-1.658895,-1.3081367,1.4075855,-0.30147445,0.8950159,2.185177,-0.18933626,-0.8712823,-0.920912,0.14911437,2.541984,-2.9254563,0.5807465,-1.2613417,3.168746,0.14482965,0.93920213,1.263874,-0.15768349,1.4542842,0.09647823,0.1354322,-2.067301,-2.4296393,-0.68929726,-0.6338934,-2.6259646,-0.7531254,3.0333567,1.4790472,0.7254072,1.1073401,-0.031447798,-0.20332104,0.052014448,0.010917455,-0.46895754,0.9241049,0.4928407,1.7424097,2.846705,1.5381293,0.10408961,0.0015393347,0.084714875,0.31288165,-0.19750956,1.4181912,1.7778165,0.7771361,-0.6022188,1.6171534,-0.23959154,0.49948546,-0.82784075,-0.7222553,1.0934577,0.49357224,2.148676,1.0706418,0.010228484,-1.5959829,1.4353812,2.5012646,-1.0440965,1.5428296,1.682353,3.3025382,1.9705805,-0.6998653,1.6243218,0.28437936,1.9369743,-0.9381833
7867,0.6564986,-0.46368384,3.1320002,0.036015004,0.4678421,0.12662756,0.7887819,2.0087118,2.0543761,-0.7139875,-1.642081,-0.19865325,0.97189385,-1.5863501,1.1000497,2.9739354,0.6123443,-2.743029,0.12958235,0.49631006,-1.073314,0.19247515,2.084536,-0.47383898,1.4212946,-0.98556244,0.27150217,1.0392232,-0.00815171,-1.4932618,-0.33795,0.52923095,1.0447804,1.3157486,2.3353667,-1.6447501,-1.5067399,0.26851264,1.5389277,2.6308358,-0.84983206,0.5662572,2.3135457,-0.7370538,-0.74139476,-0.6602271,0.5839791,0.5881749,0.68446434,-1.5564401,1.214568,2.6303477,0.950369,1.069355,0.36901644,1.2771628,1.7405704,-0.25017866,0.4665794,0.9215873,0.029929906,-0.36812562,-0.35156563,-2.9137797,-2.8025424,0.13063543,1.9846733,3.8791454,0.086089015,-0.47486022,-0.34891436,-0.2090098,1.1113048,0.32667956,1.7887702,0.89230955,0.19519456,0.68625665,2.3559275,1.2056698,0.09761082,1.0957141,0.9444305,-0.74927855,-0.39448485,1.8284166,0.007959947,0.8936554,0.41260147,-0.89112234,0.2255513,-0.3068631,-0.26915222,-0.21355748,0.841237,1.0224603,-0.437332,1.0708096,0.8851481,0.97271895,2.8086224,1.904151,1.0798819,1.1346016,2.179731,1.6524097,-0.46355042,0.62712973,2.3227735,0.8320622,1.0224093
7874,0.62703717,-1.9608442,0.37798655,0.8900205,-0.120637864,0.13996375,-1.8689924,-0.09315309,1.3930607,-0.41680717,-0.9921521,1.7409675,-0.39173427,-8.59015,0.5903977,1.3348403,3.3158202,2.7901351,0.37819546,-6.2781625,-6.4655504,0.8620327,-3.7599843,-0.07849299,0.36856997,0.46534258,-0.5224267,-0.03600833,0.40091175,3.389753,-0.1562,-0.5107574,-0.52998924,1.5169713,-1.1825162,-0.12109999,1.1815755,0.045650866,-1.2236813,1.3101655,-0.18001199,0.2256953,0.33773074,0.117320284,-0.034813344,0.25568825,0.38252544,-0.6367231,0.2100475,-4.436194,-3.829204,2.307065,-0.5336683,1.2734395,0.14536576,0.11743295,-0.17015785,0.84128666,0.47477043,-0.67218614,-0.9600891,0.86323863,0.050432034,1.4196057,-3.2510328,0.59572536,-0.7084897,1.78291,-2.2635164,0.073981434,4.404956,4.0210333,-2.6032789,-0.012062823,-0.9789989,-0.7602323,-7.6441555,-0.43715912,-4.0233974,0.37483767,-0.18353516,-0.07075064,-0.23609573,-0.03387764,-0.8476286,-0.026576683,0.27745855,-0.6450194,3.8396094,5.763956,0.20328918,-0.68033934,0.0019475594,0.13201165,0.12620175,1.4871657,4.8847733,0.1054509,-0.14008239,3.2322156,0.0060991347,-0.99823993,2.5040777,0.28595662,1.8434396,4.7504506,0.03782001,-6.4112463,-0.13690248,-0.37070927,0.880524
79006,-0.82464576,-0.55222267,-0.7841204,-0.76504827,0.40870568,0.35943496,-0.2596013,0.3464456,-0.13287945,1.1110021,8.34687,-0.21764997,-0.4911427,3.05685,1.5870355,2.051614,0.3431232,-1.9924816,0.89123744,6.527627,7.1363964,2.387433,6.539695,1.5390428,1.9347239,-0.18303306,1.4697647,0.6162893,0.8511934,1.7440903,-0.63385,0.7514673,2.3520532,1.0086179,1.7151241,5.06355,0.7798319,2.3195646,0.5893346,1.4662483,1.600154,1.3132317,0.96184313,0.7176374,0.9637332,0.072076306,1.7649002,0.8618058,2.234412,3.4929457,3.0337372,2.0958261,-0.05778849,1.3331136,0.54235554,0.75473297,1.5760062,-0.33385894,-0.079479255,-0.52279514,-0.8841373,2.6604369,0.84120536,4.879898,4.149488,-0.2651534,0.65743613,2.46702,0.4155258,0.19777022,-1.0849315,-2.005479,0.21700019,1.6419464,-0.5860996,-0.44621605,5.6661415,0.7078899,4.000451,0.46785793,2.5363774,3.1931899,-0.21233328,0.010459274,1.4163518,1.5009531,-0.25205427,0.8658254,-4.3356876,-5.2563505,0.7385757,-0.22947116,1.2345669,-0.31715113,0.8166085,-0.18903586,-4.879475,1.350872,-1.3165722,1.0771182,-0.30096322,0.8289741,-0.6916158,-0.8570339,1.7684116,-3.2313766,-0.35825038,8.15476,0.36987495,1.1458846,0.15753615
7905,-1.4038597,-1.5540965,-0.37226465,-1.6972655,-0.8798401,-0.56904596,0.2440483,0.4119474,1.1789596,-0.8873135,2.4890869,-1.0868661,-0.10812024,-3.53255,-1.0282073,-0.39871362,-0.7135652,0.60251784,-0.7439967,2.054565,1.4968712,0.311909,2.854088,0.081172116,0.02648744,-1.5228815,-1.7050587,-1.4485335,-1.0879962,0.0893092,-0.71635,-1.6171019,0.85916114,1.369313,1.5567502,-0.15315,-0.128787,0.14701259,-0.42402184,-2.0957885,-1.068962,-0.067369096,-0.11443279,-0.95505327,-0.31442374,-0.8138131,-0.35747358,-0.18842603,-0.62474215,-1.5958574,-3.1965227,-0.67468965,-1.1212662,-0.4509837,-1.0094786,-1.2772498,-0.024894059,-1.6275709,-0.61551315,1.0831946,-0.2795138,-0.15160514,-1.3473055,0.93137616,0.7473664,0.8965254,-0.65089285,-0.66836935,0.041015238,0.32101855,-2.005807,-0.6850872,-0.8023521,-0.26569638,0.49120164,-1.0877247,2.4233584,0.27105787,-1.0674822,-0.27064273,0.14901775,-0.44746342,-0.43131006,-0.90134907,-1.1726661,-0.32184514,-1.4075836,-1.3893502,-1.3359902,0.6990612,-1.2455826,-1.9791151,-0.018162772,-0.43981546,-0.46345752,-0.25031435,-2.1564553,-0.69146204,-0.54168355,-1.4892809,1.9837543,0.020549249,2.164318,-2.7921052,0.171094,1.5150578,-0.517251,2.8289266,0.23655307,0.9822978,-2.0121741
79071,1.4270269,-0.9644689,0.28301352,-4.6826043,1.7961361,1.5362184,-3.052768,0.15086631,1.3929393,-0.6776513,-8.522264,-5.6519594,0.25479358,-1.2557,4.372563,1.2186544,0.4294204,-4.3106084,2.1719742,-7.567725,-6.792739,0.74710095,-6.0316477,-1.8654469,-6.3216763,3.096808,1.8516462,1.8655674,3.8687167,-0.5501133,2.19435,-3.183323,2.2378635,2.563673,2.1329587,4.33535,-1.9767485,0.9073161,1.3047763,1.3634717,-1.0047405,3.2082238,0.23540245,3.724476,3.9629028,3.8556566,1.3729582,2.1100736,-0.59127486,-6.5854836,-4.323949,-4.287721,-0.47128385,-3.586828,-1.5668988,-1.0570596,0.80800724,-2.903296,0.69209456,0.104009554,0.11749841,-0.90961933,2.7828581,-9.67746,-9.35906,1.8404547,1.6586314,0.949656,-3.48731,0.09351266,-4.7545614,-3.9071655,1.2866771,1.6955667,0.30428845,-0.5144814,-8.6305485,-6.3802423,-4.1476727,0.25189385,-0.38777408,-0.43492162,0.13313189,-0.37457827,2.494204,2.2125456,-0.14685562,1.515707,-4.564608,0.10194636,3.6273518,3.257808,4.682016,-0.68283445,0.3456492,0.47468388,-3.501514,-0.17239179,-3.100127,-0.30156842,-1.6592283,-1.1924368,-0.3629816,-1.0241383,-4.0891914,-4.379722,0.071053125,-8.647036,2.2412472,2.192819,-1.4222587
79073,-0.8023151,-0.58857036,1.129938,2.161671,-0.36260188,-0.610372,-2.062663,1.1151336,-0.46284238,-1.4208534,2.028114,-0.9037825,-0.18935856,3.1153502,0.5973041,-0.80183005,-2.5184832,-5.2048383,0.5921289,2.2521844,1.3195069,-1.1572375,3.2341561,-0.013799235,1.5148855,0.6456295,0.3275971,0.39042735,-0.36344737,-1.3501877,-0.7252,-3.7164817,0.4560633,0.22018385,0.0808884,-3.7728,0.6766366,-0.31997338,-1.7312909,-0.712682,1.9694023,0.98773795,-0.20000944,-0.038966417,-0.28905907,1.2349539,0.51839787,1.366626,-1.5251294,-4.6923575,-4.537313,-0.55787766,1.1472497,1.9284846,0.28255275,0.37044924,-0.85094297,-0.48959774,2.0095828,0.5484681,0.80409753,0.26679698,3.2650414,-7.931937,-6.8657002,-0.08522262,-0.3832404,-2.0527234,0.3891989,0.5971552,-3.92387,-3.3109264,0.7070005,0.7519076,1.6043273,-0.055173106,4.7389607,-1.6713221,1.1127942,0.16110572,-0.09791322,0.8630196,0.93388695,0.5438484,-0.54618293,-0.062273055,0.76517254,1.9048901,-8.908004,-10.0,1.5227249,0.23951975,0.4592992,0.8051113,0.6617384,1.3980006,-9.725332,0.16015509,-1.2919691,0.7532966,-4.272416,-3.454798,-3.788928,0.38259217,0.033508003,-2.9442217,-0.30354306,4.8233786,0.0299673,-1.1130686,0.4950789
79080,1.3625677,0.60055655,-0.003553301,-5.038184,0.18385671,-0.0045600235,0.982147,1.0956173,1.5755985,1.042863,-6.543864,-4.7270746,0.73207045,0.18079999,0.84861344,1.6766112,-0.6394593,-3.7988358,-0.74126565,-4.6526985,-3.153286,1.3381698,-5.103731,0.7556797,-4.578847,-3.187251,-0.9168055,-0.8184211,0.07653098,-4.492373,-0.9623,3.1377923,-7.517212,-5.187422,-6.7576303,-7.4078503,-4.2814264,-4.8803244,-1.6306434,-0.6311041,-5.48407,-1.110646,0.7814286,-0.92628026,-0.5381459,-1.6201456,-4.5146723,1.76575,-3.9889698,-4.715124,-4.346299,4.0682774,-0.26881778,2.8739,1.4423233,0.8685255,1.696523,0.60774887,-0.35554686,-3.0887861,-3.023624,-4.201675,-3.3707113,-5.219164,-3.0171905,1.6155655,0.38077193,0.32512027,-0.35137868,0.67850393,-2.1926956,-0.9136274,1.127685,-0.49273458,0.5153747,0.33684283,-3.9618452,-0.8612258,-3.1626153,0.5699993,1.4553386,1.1535223,0.6626308,-0.31772414,-0.74686754,-0.54209465,-0.05987428,0.43137407,-6.8880386,0.9235121,-0.1442422,-0.40199387,-0.9241288,-0.64591616,0.3443756,1.0176247,-4.9237185,0.44289684,-1.4343545,0.21616913,-1.8333107,2.7584918,0.31071413,1.1115198,2.767962,0.15550688,-0.20780127,-4.119283,-0.26686925,0.3531891,-0.9594718
79090,-1.2803258,-0.44153064,-0.7100273,1.0503352,0.12616803,0.07853383,0.66682595,-0.81525224,-1.4141163,1.3420893,7.9888043,-0.39604568,-0.68033755,7.4114,1.0003499,-0.7166493,-1.3626966,0.37713468,0.69154286,7.1600857,6.5981493,1.5427816,7.9550867,2.7806654,1.6849704,0.7985636,-1.2408129,0.5845736,1.3546777,1.0353705,1.2036,2.2698336,1.0253805,-0.39898476,0.13676056,0.67925,0.9703853,-0.15027404,1.1040126,1.9483455,2.670448,0.76705766,-0.030908033,0.27620822,0.4576108,0.85667187,4.7763214,-0.9411142,1.9863447,6.9948835,6.641894,5.2280207,2.1176515,3.0878649,2.459394,1.2108147,1.5698434,1.294719,-0.16501558,0.15559074,0.2658598,1.2100327,2.1205134,7.1166034,7.3214636,-1.3113874,0.1440564,0.90793663,2.5481157,-0.72767335,-2.8501427,-1.7256216,2.2429786,0.9267746,-1.2616415,-0.22756915,7.641061,2.5583887,5.4367604,-0.44098788,-0.6204169,0.37478012,-0.7746051,0.4168159,0.4089826,0.1893492,-0.65762043,1.7202603,-0.15018824,-1.0326257,-0.12532838,0.5107949,1.079928,-0.43307656,-0.528916,-1.0676198,-0.70343995,0.053468168,1.740313,0.041047305,-0.053584084,2.0095465,-1.5916569,-1.0398697,1.7934356,-2.1304014,2.158466,8.750677,0.56152135,-0.8219811,0.6650991
